SITE|STONE|INSCRIPTIO|DOUBTFUL|INCOMPLETE|CONDITION|LEGIBILITY|SECONDARY|ORIENTATIO|NO_LINES|POSITION1|POSITION2|POSITION3|POSITION4|POSITION|INCISION|TECHNIQUE|NAMES|LANGUAGE|LING_NOTES|CARVE_ERR|SCRIPT|LETTER_HEI|PALEO_NOTE|id
PAINT|1|1|f|f|good|Macalister/1945, 45, `inscription is perfectly clear'.|t|vruu|2|n/a|broad|n/a|undecorated|Macalister/1945, 45, `inscription in two lines on the face, not on the edge (up-up).'|inc||1|goide||0|ogham||Macalister/1945, 45, `no stem lines have been cut (they may have been painted) to guide the lapidary in setting out his scores...2N has been tampered with, its very neat scores having been roughly lengthened downward'.|PAINT/1/1
PAINT|1|2|f|t|poor|Macalister/1945, 46, 'nothing but a few vague traces, from which only a bare suggestion that it was in the A MAQI MUCOI B formula can be recovered'.|f|vuad|1|n/a|arris|n/a|undecorated|Macalister/1945, 45--46, `the stone is, in fact, a palimpsest: there was an older inscription on the [dexter] edge specified, which was carried over the top and completed on the dexter edge of the opposite face'.|inc|||goide||0|ogham|||PAINT/1/2
PALLY|1|1|f|t|n/a|Macalister/1949, 173, `the bottom of which [inscription] is broken away'.|f|horz|4|ind|broad|n/a|panel|Nash-Williams/1950, 204, `Latin inscription (incomplete) in four or more lines (end-lines defaced) reading horizontally'.|inc||1|latin|Nash-Williams/1939, 10, `The formula used in the inscription may be a variant of that employed on the 9th century Houelt cross at Llantwit Major, and on other late monuments in the same region.'|0|rbook||"Westwood/1879, 118, `Hiberno-Saxon minuscule letters''.

Nash-Williams/1939, 10, `The lettering is in Hiberno-Saxon round half-uncials.''

Nash-Williams/1950, 204, `Round half-uncials.''"|PALLY/1/1
PARAR|1|1|f|f|some|Macalister/1945, 237, `The B (except the tip) and the H-halves of the 1R1-4 are flaked away'.|f|inc|1|n/a|arris|n/a|undecorated||inc||1|name||0|ogham|||PARAR/1/1
PARAR|1|2|f|t|n/a||f|vind|1|n/a|arris|n/a|undecorated||inc||1|name||0|ogham|||PARAR/1/2
PARAR|2|1|t|f|inc||f|vind|1|inc|arris|inc|inc||inc|||ind||0|ogham|||PARAR/2/1
PATRS|1|1|f|f|good|"CISP: all authorities agree on reading. 
."|f|circ|1|n/a|top|n/a|undivided|"Westwood/1876, 71: `upon the flat ridge of the top of the font is the inscription''.

Macalister/1949, 139: `On the rim''.

Nash-Williams/1950, 79: `around the upper rim in one line within an incised foliated border''."|inc|Macalister/1949, 139: `very roughly cut'.|2|latin|"Rhys/1905, 63, examines the metre of the inscription.

Nash-Williams/1950, 79: `For _in tempore Genillin_, cf. No. 281 (_in tempore Ewini_).''"|n|rbook||"Westwood/1876, 71: `consisting of rudely-formed letters of irregular size, being for the most part Anglo-Saxon minuscules...

`Hence we learn that the font is coeval with the dedication of the church in the year 1060, and this is of considerable importance, as we have in this inscription round its top a very different style of letters either from the debased Roman capitals of the Paulinus and other earlier stones, or the Hiberno-Saxon characters of the Llantwit and other similar monuments. The system of contracting the words, wherever possible, had also commenced''. 

Nash-Williams/1950, 71: ``Hiberno-Saxon'' minuscules, thinly but fairly deeply cut in good style, with bars of abbreviation''. "|PATRS/1/1
PBRYN|1|1|f|f|good|Macalister/1945, 339, ` in good condition'.|f|verd|2|inc|broad|n/a|undecorated|"Nash-Williams/1950, 192, `Latin inscription in two lines reading vertically downwards''.

Macalister''s drawing (1945, p. 338) has the inscription running the wrong way (cf. Nash-Williams/1950, pl. IX and Westwood, pl. 68)."|inc|"Macalister/1945, 339, `chiselled''.

Nash-Williams/1950, 102, `deeply cut''."|1|latin|"Westwood/1876, 146, `they contain the common false Latinity of _jacit_. Edward Lhwyd in his reading separates the syllable COR from the succeeding letters, and translates it `the heart of Bahenci.'' Some of our members when they visited the stone took it as an abbreviation for _Corpus_ ; but judging from analogy we are inclined to look upon the first four syllables as making up only one word, the name of the deceased, apparently in the genitive case, and the whole inscription as divided into three words... 

` ...The last word, ORDOUS, has occasioned much difficulty. It was considered by Edward Lhwyd to be an abbreviation for Ordovicus, showing that it was carved by men of South Wales who had welcomed one from the North, and had considered his origin worthy of note when they put over him this stone of honour. This suggestion confirms the great age of the inscription, since, as H. L. Jones suggests, this Romanised name of a British tribe could not have remained in use among ecclesiastics who no doubt cut the stone long after the termination of the Roman power.''

Rhys/1905, 70--71, discusses the text in terms of its metre.

Macalister/1945, 339, The nearest reasonable approach to a translation would be by an adaptation of the formula sometimes seen on Scottish tombstones, ``The Lair of Corbalengus (who was) an Ordovician'''' ''.

Nash-Williams/1950, 102, `Ordous in l. 2 denotes a member of the tribe of Ordovices, which in Roman times occupied the region of north-central Wales.[3] Corbalengus was thus a N. Walian who had presumably settled in Cardiganshire and died there. The inscription is important as showing that the tribal divisions of pre-Roman and Roman Wales still subsisted in the sub-Roman period (cf. Nos. 87, 103).

`[3] Ptolemy, _Geographia_, ii. 3. 18. Cf. Tacitus, _Annals_, xii. 33, and _Agricola_, 18; 0.S. _Map of Roman Britain_.  Rhys (in _CB_, p. 299) notes that the name is preserved in local place-names in the Snowdonia district (e.g. Rhyd Orddwy, Dinorddwig, &c.).''"|0|rcaps||"Westwood/1879, 146, `published by the Rev. H. L. Jones (Arch. Camb., 1861, p. 306), who observes that the letters are of the same style and probably of the same date as those on the stone at St. Dogmael''s. None of them are conjoined together ; none are minuscule ; they are tolerably regular ; they are not peculiarly debased''.

Macalister/1945, 339, `Roman capitals''.

Nash-Williams/1950, 102, `Roman capitals, deeply cut, in good style.''"|PBRYN/1/1
PERNP|1|1|t|t|poor|Okasha/1993, 200, cites Dr. L. Olson and O.J. Padel to state `that the letters might be of any date and were not necessarily early Christian'.|f|inc|2|n/a|n/a|n/a|n/a||inc|||ind||0|inc|-1||PERNP/1/1
PGWRA|1|1|f|t|n/a||f|n/a|1|n/a|n/a|n/a|panel|Thomas/1994, 289, `within a rectangular cartouche'.|n/a|||inc||0|rcaps|-1|Thomas/1994, 289, `in capitals'.|PGWRA/1/1
PNZAN|1|2|f|f|poor|"Okasha/1993, 197, `highly deteriorated''.

Thomas/Thorpe/1998, 3, `complete and undamaged''."|f|verd|2|inc|narrow|n/a|panel|Fouth panel down on the `sinister' side.|inc||1|latin||0|rbook||"Thomas/Thorpe/1998, 1, `Insular bookhand''.

Okasha/1993, 197, `it is uncertain what script is used''."|PNZAN/1/2
PNZAN|1|3|f|f|poor|"Okasha/1993, 197, `highly deteriorated''.

Thomas/Thorpe/1998, 3, `complete and undamaged''."|f|verd|2|inc|narrow|n/a|panel|In the fifth panel down on the `sinister' side, below PNZAN/1/2|inc|||latin|Thomas/Thorpe/1998, 3-5 argue for this text to be in Latin.|0|rbook||"Thomas/Thorpe/1998, 1, `Insular bookhand''.

Okasha/1993, 197, `it is uncertain what script is used''."|PNZAN/1/3
PHLLK|1|1|f|f|some|Okasha/1993, 201, `The text is rather deteriorated and may not be complete.'|f|verd|2|inc|broad|n/a|undecorated||pock|Macalister/1945, 449, `seems to have been pocked and rubbed'.|1|name|Okasha/1993, 203, dismisses Macalister's reading of FILI on the stone. If this is correct the inscription is simply a name. If, however, Macalister/1945, 449-450, was correct the language of the inscription would be Latin.|0|rbook|70|"Macalister/1945, 449--450, `The inscription is in a mixture of capitals and half-uncials : the third and fourth letters of the third word are of unusual form, and have been interpreted as GR and as RH: but, on the whole, the rendering here adopted, BR, is the more probable.''

Okasha/1993, 201, `The letters, 3 to 7 cm. in height, are... predominantly insular in form.''

Thomas/1994, 284, `the letter forms, despite two enlarged angle-bar A''s, are partly from book-hand (L, T, M, B, R)''."|PHLLK/1/1
PMCH1|1|1|f|f|good|CISP: from published drawings etc. the text appears very legible.|f|horz|5|inc|broad|below cross|undivided||picked|Nash-Williams/1950, 92, `fairly deeply picked.'|1|latin|"Westwood/1879, 175, `The statement that the deceased was buried under a mound of stones (in hoc congeries lapidum) is, so far as l am aware, the only instance on record of such a fact, and proves that the raising of cairns or mounds of stones is not necessarily evidence of the paganism of the person interred beneath the mound.'' See also Westwood/1863, 255--257 of which this is largely a copy.

Rhys/1905, 95--96, interprets the stone in terms of Latin metre, stating that the Latinity of the inscription is bad.

Rhys/1918, 183--184, `A sketch of  the _Carausius_ stone at Penmachno (C.) The final _s_ of _in hoc congeries_ will serve as a convenient illustration of my reference to the uncertainty of the final consonants _m_ and _s_.  I know of no excuse for the false gender unless while the inscriber was cutting _congeries_ he was thinking of _aecervus_.''

Nash-Williams/1950, 92, `The false case and gender in 11. 3-4 reflect the progressive breakdown of Latin syntax in this period (cf. No. 78). The formula used in the epitaph is probably a variant of the stock formula _In hoc tumulo iacit_ (see No. 294).''"|0|rcaps||"Westwood/1876, 175, `...the whole (with the exception of the letters A and V in the first line, an unusual angulation of the upper part of the letter S thrice repeated, and a rather peculiar formed G in the fourth line) being written in tolerably well-made Roman capitals.''

Macalister/1945, 370, `The AV in the first word is ligatured.''

Nash-Williams/1950, 92, `...with a ligature of AV in 1. 1. The A''s have the straight and angular (?) cross-bar variously. The E in 1. 4 has the vertical stroke prolonged top and bottom.''"|PMCH1/1/1
PMCH1|2|1|f|t|some|Macalister/1945, 371, `what remains is in good condition ; but the beginning of the name is broken away'.|f|verd|1|n/a|narrow|n/a|undecorated|"Westwood/1876, 175, `a rude stone, on the upper portion of which was longitudinally inscribed the letters''. (This is a repeat of Westwood/1871, 262--63.)

Nash-Williams/1950, 92, `in one line reading vertically downwards''."|mixed|Nash-Williams/1950, 92, `partly picked and partly cut'.|1|latin|Westwood/1879, 175: ` ...the misspelt words hic and jacet being however often met with thus spelt.' (This is a repeat of Westwood/1871, 263.)|0|rcaps|75|"Westwood/1879, 175, `the whole being cut in Roman capitals rather debased in form, as of course they are in orthography ...

`The letters measure from 2 to 3 inches in height, and they appear to have been partially at least inclosed above and below the letters by a thin incised line. There is a little abrasion at the left-hand side of the initial letter O, but otherwise the whole is completely distinct and legible. The name Oria is very unusual, and there seems to be no reason for thinking any letters at the commencement of the inscription are lost.''  (This is a repeat of Westwood/1871, 263.)

Macalister/1945, 372, `Possibly the letter preceding the O was a V, but we can feel no certainty of this, as the surface is fractured.''

Nash-Williams/1950, 92, `Roman capitals...in rather clumsy style.''"|PMCH1/2/1
PMCH1|3|1|f|t|some|Macalister/1945, 370, `Some words are lost by fracture ; but otherwise it is in good condition.'|f|verd|5|n/a|both|n/a|undecorated|"Macalister/1945, 370, `The inscription is pocked on two different faces''.

Nash-Williams/1950, 92, `Latin inscription in five lines (three on main face, two on 1. edge) reading vertically downwards''."|mixed|"Macalister/1945, 370, `pocked''.

Nash-Williams/1950, 92, `partly cut and partly picked''."|1|latin|"Westwood/1879, 176, `This inscription is quite unique, both as indicating the deceased as a citizen of Venedotia and as introducing the word magistrati, the precise meaning of which in a Welsh inscription of the sixth or seventh century is open to enquiry.''  (This is almost an exact copy of Westwood/1871, 259).

Huebner/1876, 48, `Venedotis cives creditur esse civis Venedotiæ, i. e. Guenedotæ sive Guenedotiæ, hodiernæ Gwynedd, ita enim apud Nennium et in Annalibus Cambriæ regio illa appellatur. Sed quis aflirmet Venedotes sive Venedotis non fuisse yin alienius nomen fortasse juxta sepulti, ita ut Cantiorus (Rut Cantiorius) ejus civis sive conterraneus fuisse dicatur. Vocabula duo ultima cum non in eodem lapidis latere scripta sint, peculiarem titulum esse credebant, sed recte J. Rhys (Notes, p. 10) monuit cum prioribus esse conjungenda. Licet autem verba aut ita jungere ut supra indicavi interpunctione (Cantiori. Hic jacit, Venedotis cive(s) fuit, [c]onsobrino(s) Ma[g]li magistrati). Aut etiam ita: C. hic jacit, Venedotis cives, fuit consobrinos M. m.''

Rhys/1905, 41, `There is plenty of analogy for _cives_ and _consobrinos_ as nominatives singular...and for instances of the final sibilant omitted, as in _cive_ and _magistrati_ ... The conversion of _magistratu~s_ into _magistrati_ is also to be put down as Latin, and not as a whim of the Celtic inscriber...[discussion of names in appropriate table]...The accentuation of  _Venedotis_ I take to have been that of the Brythonic gentive _Venedo~tos_, which was presumably _Venédo~tos_; the later forms are Gwyned, `Veenedota, or N. Wales'', representing a nominative _Venedos or possibly_ Venedos,_ and _Gwyndawt, Gwyndod_, from _Venedo~t-os_, the alternative to  Venédo~t-os...Thus the inscriber would seem to have been Brythonic rather than Goidelic.''

Nash-Williams/1950, 92--93,`Venedos is the Celtic form of the Welsh Gwynedd, the ancient name applied to NW. Wales (comprising roughly Caernarvonshire and the island of Anglesey), which was thus, as the present inscription shows, already separately identified in the sub-Roman period. Consobrinos is the popular-Latin form of the literary consobrinus. Magistrati (for magistratus), by attraction of a 4th Declension noun into the 2nd Declension, can be paralleled in inscriptions of the classical period. This is the only known instance of the occurrence in Britain of the terms civis and magistratus in an early Christian inscription. Their use in the present context is of special interest as. implying the existence of an ordered system of government in NW. Wales in sub-Roman times. It is. possible that an administrative district had been constituted already in the Roman period, centring on the Roman station of Caernarvon (Segontium).'' Mention of the civic antecedents of early Christians in their epitaphs. was not usual, but parallels can be cited on contemporary inscriptions in Italy, N. Africa, and Gaul[2]''.

`[2] 2 Cf. ILCV, nos. 4461 (Rome, dated A.D. 345), 4460 pl(us) m(inus) xl cives Remus), 4456A (N. Africa), 4461''."|0|rcaps||"Westwood/1876, 376--377, `The penultimate line is much defaced, and the rubbings before me show no trace of the letters FI which Mr. H. L. Jones introduced, probably from the letters _li_ at the end of the line suggesting the usual formula _fili_. The letters of the remainder of the inscription are mostly Roman capitals, the second and third letters of the first line being closely conjoined together and formed of three strokes, the second oblique stroke of the A forming the first of the N. Moreover, between the T and O there is a short upright thin stroke, which may possibly represent an I, but it is so indistinct that I at first overlooked it in making the drawing from the rubbings with the camera lucida. The R in the first word has a very large top loop and a very small second oblique line. The N in the second line is united with the following E, its second oblique stroke joining it in the middle of the first stroke of the E, whereas the oblique stroke of the N repeated twice in the third line is of the normal form. The d in the second line is exceedingly rude, as is also the angulated S in the middle of the second line, whereas it is more regularly shaped in the third line. The g in the last line is rudely minuscule, without a top bar, and  the terminal I is recumbent {I}.''  (This is almost an exact copy of Westwood/1871, 257--8.)

Macalister/1945, 371, `The CAN at the beginning, and the NE of Venedotis, are ligatured ; the D of the latter word is of large size and is reversed.  The AG of MAGLI is injured by fracture.  Evidently the inscription on the second face began nearer to the original end of the stone than that on the first face, as more letters are lost from the beginnings of the lines on the second 

Nash-Williams/1950, 92, `Roman capitals, partly cut and partly picked, with two ligatures and horizontal final -I in l. 5. The D in l. 2 is reversed.''"|PMCH1/3/1
PMCH2|1|1|f|t|some|"Macalister/1945, 372, `The inscription...is in good condition so far as it remains''.

Knight/1995, 5, note 9, `After the P of INTEP is the beginning of a curved letter-form, slightly obscured by a small area of abrasion or flaking on the edge of the stone, but reasonably clear in its surviving portion. This can fairly safely be restored as a short O''."|f|mix|4|n/a|narrow|n/a|undecorated|"The inscription is on the narrow face of the surviving stone, but as the stone has been cut in half, it was almost certainly on the broad face when cut.

Nash-Williams/1950, 93, `Latin inscription in four lines (?five originally), one (two) reading vertically downwards, the others horizontally across the bottom.''"|inc|"Macalister/1945, 372, `chiselled on the surface''.

Nash-Williams/1950, 93, `lightly cut''."|1|latin|"Macalister/1945, 372, ` ``IN TEP'''' doubtless means _In te(m)pore_.''

Nash-Williams/1950, 93, `Justinus was consul in A.D. 540, which is therefore the date of
the stone. He and Basilius, consul in 541, were the last Roman consuls to be cited on monuments in the western world, their names continuing to be used retrospectively for dating purposes as late as the early 7th century in Burgundy, where the Roman consular system of dating persisted after it had been ousted elsewhere in Gaul. The use of Justinus'' name was limited to the monuments of Lyon and district, that of Basilius'' to those of Vienne and district.[3] The present inscription would thus seem to indicate contacts between Wales and Gaul (Burgundy) in the 6th century (cf. No. 33).

`[3] ICG,ii, pp. lx, lxxi. Cf. No. 101.''

Handley/2000, argues that given the continued use of consular dating in Burgundy until the mid seventh century, and the fact that many consuls of the fourth to sixth centuries have names beginning with IUSTI,  the stone can, in reality, be dated no more closely than to the period AD 328-650."|0|rcaps||Nash-Williams/1950, 93, `Roman capitals... with an abbreviation by contraction in l.2.'|PMCH2/1/1
PMRFA|1|1|f|t|some|The inscription is quite legible apart from a section in the middle where there is a change in the geology and a lump has `scaled' off (Rhys/1882, 162--3, Macalister/1945, 372).|f|verd|3|inc|broad|n/a|undecorated||pocked|Macalister/1945, 372, `The letters were pocked and then slightly rubbed smooth.'|2|latin|"Rhys/1882, 164, `As a whole, however, it is to be compared with the one at Llanfaglan, reading FILI LOVERNII ANATEMORI''.

Rhys/1905, 82--84, provides a long dicussion of this inscription inscluding its possible metre (`accentual hexameter''), connection to Arthurian names etc.  Much of the discussion of the names is a repeat of that in Rhys/1882 (see name memos)."|0|rcaps||"Rhys/1882, 162--63, 165, `We found no indubitable trace of the letters IC or HIC; but there is room enough certainly left vacant for the former ; and I think we noticed a part of the I, and a little part of what may have been a C.  I have very little doubt that they were both once there.  It so happens that at this part of the Stone there is a sort of patch, as it were in relief on the face of it.  The inscriber was, however, not deterred by this, for he began his IACIT on it, though there is now very little left of the first I, and the A is partly gone.  There were some letters before BECCVRI in the last line ; but they are gone, excepting a trace of the tops of some of them, as the stone is chipped in that part...`As to the other characters, the FI consist of an F with a small I attached to its lower horizontal limb.  The NA are conjoint in both lines.  So far as the stone is concerned, it is difficult to decide beyond doubt as to the last letter but one of the first line, whether it is a P or an R.  There is there all that is necessary to make P ; but there is more, namely, a nearly horizontal bar proceeding towards the right from the lower end of the perpendicular, just as though the oblique line of an R had fallen down.  On the whole, however, I am strongly inclined to think that the letter is to be read P, and that the rest in the result of a chipping of the surface of the stone...But I have not yet done with the letters.  The first letter of CVNACI has lost its lower part, as it stood on a part which has been broken off, possibily before the stone left its original position on a grave.  The first vowel of BECCVRI is somewhat rounded like a Greek [epsilon] ; the second C is angular, like a very open V on its side ; and the VR are conjoint.  I do not know of any other instance of this ; and it is possible that I have not hit on the right reading.  The last part of the R is rather distinguished by colour than by any depression or groove, as the surface on both sides of it has flaked off.  The possible remains of this line are, I think, BECC^LVR^B^PI. [Name encoded according to CISP method as print version not possible.]

[In Postscript]  `We carefully examined the inscription again, and thought we found undeniable traces of the adverb IC.  Moreover, it does not seem so correct to say that the A of _jacit_ [sic.] has been partly worn away, as that it was never finished, owing probably to the hardness of the superficial patch alluded to.  I believe now more firmly than ever that the letter I have ventured to read P cannot have been anything else ;  and Mr. Auden, after very careful examination of it with a glass, agrees with me.  As a piece of guesswork, I may add that I find that CIVI would just fit the remains of the letters preceding _Beccvri_.  It will be remembered that CIVE does duty for _civis_ on one of the Penmachno stones.''

Macalister/1945, 372: `Rhys noticed traces of letters preceding BECCVRI, which he thought might be restored as CIVI, but I did not observe these.''

Nash-Williams/1950, 93, `Roman capitals with half-uncial B, E, and R (?), and three ligatures.''

RCAHMW/1960, 95, `The extant inscription is in Roman capitals in three lines...The B, E, and R of the last word are half-uncial and there are three ligatures...Nash-Williams, following Rhys, allows the possible insertion of HIC before IACIT, and of another word, now broken away, before BECCVRI, the whole to be read as two seperate parts of three and four words.  The HIC is unlikely as it would have had to be cut in a hard projection on the face of the stone and is not essential before IACIT, but the insertion of a nominative as a subject for IACIT would improve the reading.  Rhys suggested CIVI, but no trace of it now remains...Alternatively, the second part may be an inscription, independant of the first; or the IACIT may be an insertion, as the separation of the word from the well-defined group at the upper end of the stone, and the poorer quality of the lettering would allow.''"|PMRFA/1/1
POLCH|1|1|f|f|good||f|vup|1|inc|arris|inc|undivided|Forsyth/1994, 448: `The ogham letters are carved along the arris of the slab'. |incised|Forsyth/1996, 448: `...very fine, sharp strokes'. ||ind||0|ogham||Forsyth/1996, 449: `Strokes of the b- and h-_aicmi_are perpendicular to the stem, the m-_aicme_ strokes slope well forward, but occupy no more than the middle two-thirds of the ogham band. Strokes are evenly spaced within letters, though some groups are more cramped than others. As far as can be judged from the extant section there is extra spacing between letters. The strokes are long and thin and closely packed, thus the letter profile is noticeably elongated, in contrast to other Type Ia oghams in Scotland...'. |POLCH/1/1
POMCK|1|1|f|t|inc|Macalister/1945,  working from the sketch of Rev. J. Shearman, commented: `most of the marks indicated can be dismissed at once as meaningless scrapes: but there are  a few which look more purposeful'. Nevertheless, Macalister concluded, `...nothing can be made of this'. |f|n/a|1|n/a|arris|n/a|inc||inc|||inc||n|ogham|||POMCK/1/1
PONTS|1|1|f|f|n/a|Only known from a sketch in Lhwyd's _Parochialia_ (Lhwyd/1910).|f|vind|1|n/a|arris|n/a|undecorated||inc|||ind||n|ogham|-1|"Macalister/1945, It bore what are evidently Oghams, but we have only Lhuyd''s rough sketch, which shows the letters...He had, of course, no idea of the significance of these marks.''

Nash-Williams/1950, 79: `Ogam inscription (?) apparently incised along the r. angle of the face. Reading indeterminate.''"|PONTS/1/1
POOL|1|1|f|f|some||f|vind|1|inc|broad|inc|undecorated|Forsyth/1996, 459: `The ogham is inscribed across the face of the slab, more or less half-way along its length'. |inc.|||ind||0|ogams||Forsyth/1996, 461: `...only the m-_aicme_ letters slope and there are no _forfeda_. The vowels are short lines occupying the middle two quarters of the ogham band, if that. They are shorter than the individual strokes of the b-and h-_aicmi_consonants. Thus the vowles are clearly distinguished from the m-_aicme_ not only by gradient, but also, markedly, by length'.  |POOL/1/1
PRCMB|1|1|t|f|n/a||f|ind||n/a|n/a|n/a|ind||inc|||inc|Okasha/1993, 193, quotes a statement from a workman who saw the stone stating that others who had seen it pronounced the letters to be `Greek'.|0|inc|||PRCMB/1/1
PRHOS|1|1|f|f|good|The inscription is clear.|f|verd|2|n/a|broad|n/a|undecorated|The inscription is in two vertical lines, which are carved on the left-side of the broad face.|incised|"Macalister/1945, 314, ''chisel-cut''.

Nash-Williams/1950, 67, ''fairly deeply picked in good style''."|1|latin|The use of 'iacit' indicates post-classical pronounciation of Latin, while the name has had a latin genitive ending added to it. For more see the memo field on the name.|0|rcaps||"Nash-Williams/1950, ''roman capitals with half-uncial Es''.

The ''D'' is retrograde, the two Es are uncial, and all the other letters are standard capitalis. The right-side angled-stroke of both As does not continue as far as the left, while the cross-bars are sloped downwards. Some letters ''slope'' to the right, such as the CIT of iacit, others slope to the right such as the IA of iacit and the M."|PRHOS/1/1
PRIES|1|1|f|t|some|Macalister/1945, 256, `inscription...now much weathered: the top is broken, carrying away the last letters of the second name'.|f|vind|1|SW|arris|n/a|undecorated||pocked|Macalister/1945, 256, `pocked'.|1|goide||0|ogham|||PRIES/1/1
PRKLA|1|1|f|t|some|Macalister/1945, 217, `The lettering is injured...an injury to the inscribed edge has broken away 2I123'.|f|vup|1|n/a|arris|n/a|undecorated||inc||1|goide||0|ogham|||PRKLA/1/1
PRTT1|1|1|f|f|some||f|horz|7|ind|broad|n/a|undecorated|Nash-Williams/1950, 161, `_Front._ Latin inscription (incomplete) in seven lines reading horizontally'.|inc||1|latin|"Westwood/1879, 38, `Col. Francis thus speaks of this stone, which `was found in 1839 at Port Talbot, between Neath and the Roman station of Bovium. The older inscription, if we may depend on the fidelity of the engraving, is dedicated, not, as some have pretended, to _Maximian_, but to _Maximin_, who bears upon his coins the title of _Invictus_ (as upon the stone), which is not found on those of _Maximian_. The inscription as it now stands may be read thus---Imp. C. Fla. Val. Maximino Invicto Augus(to). But on looking closer we are led to believe that the first part belongs to a still older inscription, as the C. Fla. Val. (Caius Flavius Valerius) were names which never belonged to Maximin, whose name was Galerius Valerius. (The names of the two Maximians were ``Marcus Aurelius Valerius Maximianus'''' and ``Galerius Valerius Maximianus.'''') The appellation of C. Flavius Valerius belongs to the second Severus, and it is probable that to him this stone was originally inscribed, but that subsequently his name had been erased to give place to that of Maximin by some person who carelessly or ignorantly overlooked the prenomens.''

`The name of the Emperor Maximinus here recorded (with the title INVICTUS) also occurs in an inscription found in Cumberland, given by Horsley (Brit. Rom. p. 192, No. 40; and conf. Hubner, Inscr. Lat. vii. 1158).''

Macalister/1945, 383--384, `This inscription is outside our scope, but it may be observed that the Imperial _praenomina_ are inaccurate.  There were two emperors called Maximinus---Gaius Iulius Verus Maximinus (A.D. 235--238) and Galerius Valerius Maximinus (A.D. 308--314).  The latter is doubtless the person intended.  Flauius Valerius _Seuerus_ was emperor in 306--7; apparently his _praenomina_ were by some error ascribed in the inscription to his sucessor.  Such an error would be most likely to take place just at a change of reign, so that we may confidently date this inscription to A.D. 308.''

Nash-Williams/1950, 161, `The inscription identifies the monument as a Roman milestone, set up originally in the time of the Emperor Maximinus (A.D. 309-13), presumably to mark the repair or rehabilitation of the Roman main S. Wales road where it passed through or near the site of modern Port Talbot.''"|0|rcaps||"Westwood/1879, 33, `written in large capital letters across the stone... Owing to the crack across the third line there is a little difficulty about the first letter, which has been given as CL in the Gentleman''s Magazine, 1840, p. 296, and simply as L in Col. Grant Francis''s work on Neath Abbey and its Charters (Swansea, 1845, p. 8). It appears to me to be a D, unless, as is possible, the top of the curved second stroke of the letter should be only part of the crack of the stone. The oblique elongation of the top of the second stroke of the A without a cross bar and the form of the G in the last line are palaeographical peculiarities worthy of notice.''

Rhys/1899, 145, `reading, according to Hubner (No. 1158) _Imp(eratore) C[aesare) Fla(vio) Val(erio) Maximino invicto Augus(to). As to the lettering, I noticed that the last two V''s have their right limb perpendicular, and so with the tag of the G.''

Rhys/1918, 186, `The Roman inscription itself with the three first lines incomplete owing to the loss of one of the six pieces to which the stone was reduced.  However, Westwood, in his plate 26, gives all the six pieces, but his plate leaves the third line impossible to read.''

Nash-Williams/1950, 161, `Lightly picked Roman capitals, with straight serifs, clumsily formed. The A''s have no cross-bar. The F in l. 1 is E-shaped (see No. 27).''"|PRTT1/1/1
