SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
MONAT|1|1|1|Macalister, R.A.S.|1945|--][M][--][M][--||MONAT/1/1-1
MONAT|1|2|1|Macalister, R.A.S.|1945|TENRENMONOIGDUQDEGGEV||MONAT/1/2-1
MONAT|2|1|1|Macalister, R.A.S.|1945|DALAGNIMAQIDALI||MONAT/2/1-1
MONAT|3|1|1|Macalister, R.A.S.|1945|BROINIENAS{K}OINETATTRENALUGOS||MONAT/3/1-1
MONAT|4|1|1|Macalister, R.A.S.|1945|VERGOSOMACILLOMINACCA||MONAT/4/1-1
MRAME|1|1|1|Macalister, R.A.S.|1945|QENILOCGNIMAQID[--||MRAME/1/1-1
MRSTN|1|1|1|Dr. O'Donovan|1854|--]MAC CU DRACA||MRSTN/1/1-1
MRTHR|1|1|1|Rhys, J.|1877|"CATURUG{I} | FILILOVERNAC{I}"||MRTHR/1/1-1
MRTHR|1|1|2|Nash-Williams, V.E.|1950|"CATURUG | FILILOVERNAC{I}"||MRTHR/1/1-2
MTDFL|1|1|1|Rhys, J.|1873|ARTBEU||MTDFL/1/1-1
MTDFL|1|1|2|Westwood, J.O.|1858|ARTBEU||MTDFL/1/1-2
MTDFL|1|1|3|Macalister, R.A.S.|1949|ARTBEU||MTDFL/1/1-3
MTDFL|1|1|4|Nash-Williams, V.E.|1950|ARTBEU||MTDFL/1/1-4
MTHRY|1|1|1|Macalister, R.A.S.|1945|"[MAC] | CVDICCL[I] | {F}ILIV{S} | CATIC | VV{S}"||MTHRY/1/1-1
MTHRY|1|1|2|Nash-Williams, V.E.|1937|"[MAC] | C/VDICCL | {F}ILI/V{S} | C/ATIC | V/V{S}"||MTHRY/1/1-2
MTHRY|1|2|1|Nash-Williams, V.E.|1937|[--]||MTHRY/1/2-1
MTHRY|1|2|2|Macalister, R.A.S.|1945|[--]||MTHRY/1/2-2
MUSIC|1|1|1|Macalister, R.A.S.|1945|[MI]NNACCANNIMAQIAILLUATTAN||MUSIC/1/1-1
MVILE|1|1|1|Macalister, R.A.S.|1949|O~R~DODERTREND||MVILE/1/1-1
MVILE|1|1|2|Petrie, G.|1878|O~R~DODERTREND||MVILE/1/1-2
MWROG|1|1|1|Westwood, J.O.|1876|"DM | BARRECT{I} | CARANTI"||MWROG/1/1-1
MWROG|1|1|2|Nash-Williams, V.E.|1950|"DM | BARRECT{I} | CARANT/EI"||MWROG/1/1-2
NANSW|1|1|1|Macalister, R.A.S.|1945|"VLCAGNIFILI | SEVER{I}"||NANSW/1/1-1
NANSW|1|1|2|Okasha, E.|1984|"VLCAGNIFI[L--] | SEVER{I}"||NANSW/1/1-2
NANSW|1|1|3|Thomas, C.|1994|"VLCAGNIFI[L-- | SEVER{I}"||NANSW/1/1-3
NANTC|1|1|1|Webley, D. P.|1958|[C]AM[G]LIHICI{A}CI/TNI II||NANTC/1/1-1
NANTD|1|1|1|Williams, T.|-1|"TIR[--]VS | CATIRI"||NANTD/1/1-1
NANTD|1|1|2|Jones, J.|-1|"TIR[--]VS | CATIRI"||NANTD/1/1-2
NANTD|1|1|3|Huebner, E.|1876|"TIR[--]VS | CATIRI"||NANTD/1/1-3
NANTD|1|1|4|Westwood, J.O.|1876|"TIR[--]VS | CATIRI"||NANTD/1/1-4
NANTD|1|1|5|Macalister, R.A.S.|1945|"--]TIR[--]VS | CATIRI"||NANTD/1/1-5
NANTD|1|1|6|Nash-Williams, V.E.|1950|"--]TIR[--]VS | CATIRI"||NANTD/1/1-6
NBRGH|1|1|1|Nash-Williams, V.E.,|1950|"--]VS | --]NIN |FILIU[S] |CUURI[S] | CINI | ERE | XIT | HUNC | LAPI | DEM"||NBRGH/1/1-1
NBRGH|1|1|2|Macalister,R.A.S.,|1949|"US[-- | --] NIH | FILIUS | CUURIS | CINI | ERE | XIT | HUNC | LAP | IDEM"||NBRGH/1/1-2
NBRGH|1|1|3|RCAHMW|1937|"--]VI | RNIN | FILIUS | CUURIS | CINI | ERE | XIT | HUNC | LAPI | DEM"||NBRGH/1/1-3
NBRGH|1|1|4|Radford, C.R.,|1937|"--]VI | RNIN | FILIUS | CUURIS | CINI | ERE | XIT | HUNC | LAPI | DEM"||NBRGH/1/1-4
NBRTH|1|1|1|Macalister, R.A.S.|1945|"ROT{I}F/ILIUS | [..]STACAT{I}"||NBRTH/1/1-1
NBRTH|1|1|2|Nash-Williams, V.E.|1950|"--]MOG{I}F/ILIVS | [--]S[--]LACAT{I}"||NBRTH/1/1-2
NEVRN|1|1|1|Macalister, R.A.S.|1945|MAGLICUNASMAQICLUTAR[.]||NEVRN/1/1-1
NEVRN|1|1|2|Nash-Williams, V.E.|1950|MAGLICUNASMAQICLUTA[R.]||NEVRN/1/1-2
NEVRN|1|1|3|Rhys, J.|1907|MAGLICUNASMAQICLUT[--||NEVRN/1/1-3
NEVRN|1|1|4|Rhys, J.|1909|MAGLICUNASMAQICLUTA[R--||NEVRN/1/1-4
NEVRN|1|2|1|Macalister, R.A.S.|1945|MAGLOCVVIFILICLVTOR{I}||NEVRN/1/2-1
NEVRN|1|2|2|Nash-Williams, V.E.|1950|MAGLOCV{N}FILICLVTOR{I}||NEVRN/1/2-2
NEVRN|1|2|3|Rhys, J.|1907|--]GLOCV{N}FILICLVTOR{I}||NEVRN/1/2-3
NEVRN|1|2|4|Rhys, J.|1909|MAGLOCVVIFILICLVTOR{I}||NEVRN/1/2-4
NEVRN|2|1|1|Macalister, R.A.S.|1945|VITALIANI||NEVRN/2/1-1
NEVRN|2|1|2|Nash-Williams, V.E.|1950|VITALIANI||NEVRN/2/1-2
NEVRN|2|1|3|Anon|1922|VITALIANI||NEVRN/2/1-3
NEVRN|2|1|4|Rhys, J.|1873|VITALIANI||NEVRN/2/1-4
NEVRN|2|2|1|Macalister, R.A.S.|1945|"VITA/LIA{N}I | EMERETO"||NEVRN/2/2-1
NEVRN|2|2|2|Nash-Williams, V.E.|1950|"VITA/LIA{N}I | EMERETO"||NEVRN/2/2-2
NEVRN|2|2|3|Westwood, J.O.|1879|"VITA/LI{N}I | EMERITO"||NEVRN/2/2-3
NEVRN|2|2|4|Gough, R.|1806|"VITA/LIA{N}I | EMERET{I}"||NEVRN/2/2-4
NEVRN|2|2|5|Anon|1922|"VITA/LIA{N}I | EMERETO"||NEVRN/2/2-5
NEVRN|2|2|6|Rhys, J.|1873|"VITA/LIA{N}I | EMERETO"||NEVRN/2/2-6
NEVRN|2|2|7|Westwood, J.O.|1884|"VITA/LIA{N}I | EMERETO"||NEVRN/2/2-7
NEVRN|3|1|1|Macalister, R.A.S.|1949|"HAU: | :EN"||NEVRN/3/1-1
NEVRN|3|1|2|Nash-Williams, V.E.|1950|"H | AN: | :EH"||NEVRN/3/1-2
NEVRN|3|1|3|Westwood, J.O.|1879|"HAN: | :EH"||NEVRN/3/1-3
NEVRN|3|1|4|Rhys, J.|1873|"AN | H:EH"||NEVRN/3/1-4
NEVRN|3|2|1|Macalister, R.A.S.|1949|DNS||NEVRN/3/2-1
NEVRN|3|2|2|Nash-Williams, V.E.|1950|DNS||NEVRN/3/2-2
NEVRN|3|2|3|Westwood, J.O.|1879|DNS||NEVRN/3/2-3
NEVRN|3|2|4|Rhys, J.|1873|DNS||NEVRN/3/2-4
NEWCA|1|1|1|Westwood, J.O.|1879|"HIC:[--] | QVIQVE || | [NIVN] | [--]EIVS ||| C[G]E[R]ER[T]FECIT:LAPIDES | EMIT:HU[--]PVM:LAPIDES"||NEWCA/1/1-1
NEWCA|1|1|2|Macalister, R.A.S.|1928|"HICIACET || RICARDVS | OVIBV/SVE || SEIVS ||| MERERBFECIT:LAPIDEM | EMIT:HU[R]VM:LAPIDEM"||NEWCA/1/1-2
NEWCA|1|1|3|Nash-Williams, V.E.|1950|"[{D}]IC:[..]C | OLVGVE || | N:FILIV | S:EIVS: ||| [.]ERER[--]FECIT:LAPIDEM || | EMIT:HU[HI]VM:LAPIDEM"||NEWCA/1/1-3
NEWCA|1|1|4|RCHAMW|1976|"HIC:I[AC]E[T] | GVLGVE | || N:F[IL]IV | S:EIV[S] ||| AERERNFECIT:LAPIDEM | EMIT:HU[..]VM:LAPIDEM"||NEWCA/1/1-4
NEWCH|1|1|1|Rhys, J.|1875|CUNEGN{I}||NEWCH/1/1-1
NEWCH|2|1|1|Rhys, J.|1875|"SEVERI{N}I | FILI SEVERI"||NEWCH/2/1-1
NEWCH|2|1|2| Westwood, J.O.|1875|"SEVERI{N}I | FILI[US] SEVERI"||NEWCH/2/1-2
NEWLE|1|1|1|Macalister, R.A.S.|1945|--][..][--||NEWLE/1/1-1
NEWT|1|1|1|Forsyth, K.,|1996|"IDDAR[R]NNNVORRENNI{X}O[T!][--][E][-- | [I!]OSR[T!]"||NEWT/1/1-1
NEWT|1|2|1|Diack|1922|"ETTE | EVAGAINNIAS | CIGONOVOCANI | URAELISI | MAQQI | NOVIOGRUTA"||NEWT/1/2-1
NOBBE|2|1|1|McManus, D|1991|--]MAQI[--||NOBBE/2/1-1
NOBBE|3|1|1|McManus, D|1991|--]MAQI[--||NOBBE/3/1-1
OGMOR|1|1|1|Macalister, R.A.S.|1949|"[--] | EST[--] | QUADDED | ARTHMAIL | AGRUMDO | ETGLIGUIS | E/TNERTAT | E/TFILIEPI~"||OGMOR/1/1-1
OGMOR|1|1|2|Nash-Williams, V.E.|1950|"[--] | EST[-- | QUADDE[.] | ARTHMAIL | AGRUMDO | E/TGLIGUIS | E/TNERTAT | E/TFILIEPI"||OGMOR/1/1-2
OGMOR|1|1|3|RCAHMW|1976|"[--] | EST[--] | QUOD:DED[..] | ARTHMAIL | AGRUMDO | E/TGLIGUIS: | E/TNERTAT | E/TFILIE:SU[.]"||OGMOR/1/1-3
OGMOR|1|1|4|Macalister, R.A.S.|1930|"ER[C^T]I[--] | QUODDEO | ARTHMAIL | AGRUMDA | T/ANGLIGUIS | E/T[N^H]ERTT/A/N | E/TFILIEPILI"||OGMOR/1/1-4
OGMOR|1|1|5|Williams, I.|1932|"[--] | EST[-- | QUODDED[-- | ARTHMAIL | AGRUMDO | E/TGLIGUIS | E/TNERTAT | E/TFILIEP~I~"||OGMOR/1/1-5
OGMOR|1|2|1|Macalister, R.A.S.|1930|"[--]E | DISUMMICRO | SIHUGENTI | BRANTUI | BRANCIE"||OGMOR/1/2-1
OGMOR|1|2|2|Nash-Williams, V.E.|1950|"[--] | DISUMMI[--]RO | SI[--]HGESTI | BRANTUI | [--]US[--]"||OGMOR/1/2-2
OGMOR|1|2|3|RCAHMW|1976|"--] | DISUMICRO | SI[.]HGERTH | BRANTUI | [.]RUS[-- | [--]"||OGMOR/1/2-3
OGMOR|1|3|1|Macalister, R.A.S.|1949|"O[.] | DO | RT | HU"||OGMOR/1/3-1
OLDIS|1|1|1|Macalister, R.A.S.|1945|"CUNNETASMAQ ||| IGUC[.] ||| [.]NETASEGAMONAS"||OLDIS/1/1-1
OUGHT|1|1|1|Westropp, T.J.|1900|[--]||OUGHT/1/1-1
OUGHT|2|1|1|Westropp, T.J.|1900|[--]||OUGHT/2/1-1
PAINT|1|1|1|Macalister, R. A. S.|1945|"MAQICAIRATINI | AVIINEQAGLAS"||PAINT/1/1-1
PAINT|1|2|1|Macalister, R. A. S.|1945|[--][MAQI MUCOI][--]||PAINT/1/2-1
PALLY|1|1|1|Westwood, J.O.|1879|"HECESTCRUX | QUAMA/EDIFICA | UITMAILDOMNAC | L[--]T[...--]"||PALLY/1/1-1
PALLY|1|1|2|Macalister, R.A.S.|1949|"HECESTCRUX | QUAMA/EDIFICA | UITMALDOMNA[C] | H[--]GUI[--]"||PALLY/1/1-2
PALLY|1|1|3|Nash-Williams, V.E.|1950|"HECESTCRUX | QUAMA/EDIFICA | UITM[A^E]ILDOMNAC | [--]"||PALLY/1/1-3
PARAR|1|1|1|Macalister, R.A.S.|1945|BRRUANANN||PARAR/1/1-1
PARAR|1|2|1|Macalister, R.A.S.|1945|--]GGUUSS[--||PARAR/1/2-1
PATRS|1|1|1|Westwood, J.O.|1876|MENHIRMEFECITI~TE~POREGENILLIN||PATRS/1/1-1
PATRS|1|1|2|Macalister, R.A.S.|1949|MENHIRMEFECITI~TE~POREGENILLIN||PATRS/1/1-2
PATRS|1|1|3|Nash-Williams, V.E.|1950|MENHIRMEFECITI~TE~POREGENILLIN||PATRS/1/1-3
PBRYN|1|1|1|Macalister, R.A.S.|1945|"CORBALENGIIACIT | ORDOVS"||PBRYN/1/1-1
PBRYN|1|1|2|Nash-Williams, V.E.|1950|"CORBALENGIIACIT | ORDOVS"||PBRYN/1/1-2
PBRYN|1|1|3|Westwood, J.O.|1876|"CORBALENGIIACIT | ORDOVS"||PBRYN/1/1-3
PBRYN|1|1|4|Rhys, J.|1905|"CORBALENGIIACIT | ORDOVS"||PBRYN/1/1-4
PERNP|1|1|1|Hencken, H.|1932|"--]RN[-- | --]FA[--"||PERNP/1/1-1
PGWRA|1|1|1|Anstis, J.|-1|--]H~S SPED||PGWRA/1/1-1
PHLLK|1|1|1|Macalister, R.A.S.|1945|"CLOTU{A}LI | [F/IL]{I}MOBR{A}TTI"||PHLLK/1/1-1
PHLLK|1|1|2|Okasha, E.|1984|"CLO[--] | MO[BR{A}]TTI"||PHLLK/1/1-2
PHLLK|1|1|3|Thomas, C.|1994|"CLOTU{A}LI | MOBR{A}TTI"||PHLLK/1/1-3
PMCH1|1|1|1|Westwood, J.O.|1863|"CARA/VSIUS | HICIACIT | INHOCCON | GERIESLA | PIDVM"||PMCH1/1/1-1
PMCH1|1|1|2|Macalister, R.A.S.|1945|"CARA/VSIUS | HICIACIT | INHOCCON | GERIESLA | PIDVM"||PMCH1/1/1-2
PMCH1|1|1|3|Nash-Williams, V.E.|1950|"CARA/VSIUS | HICIACIT | INHOCCON | GERIESLA | PIDVM"||PMCH1/1/1-3
PMCH1|2|1|1|Westwood, J.O.|1871|ORIAICIACIT||PMCH1/2/1-1
PMCH1|2|1|2|Macalister, R.A.S.|1945|--]ORIAICIACIT||PMCH1/2/1-2
PMCH1|2|1|3|Nash-Williams, V.E.|1950|--]ORIAICIACIT||PMCH1/2/1-3
PMCH1|2|1|4|Rhys, J.|1873|--]ORIAICIACIT||PMCH1/2/1-4
PMCH1|3|1|1|Jones, H. L.|1860|"CA/NTIORIHICIACIT | VEN/E{D}OTISCIVEFVIT | [C]ONSOBRINO ||| MA[--]LI | MAGISTRAT{I}"||PMCH1/3/1-1
PMCH1|3|1|2|Macalister, R.A.S.|1945|"CA/NTIORIHICIACIT | [V]EN/E{D}OTISCIVEFVIT | [.]ONSOBRIONO ||| --]MA[G]LI | --]TMAGISTRAT{I}"||PMCH1/3/1-2
PMCH1|3|1|3|Nash-Williams, V.E.|1950|"CA/NTIORIHICIACIT | [V]EN/E{D}OTISCIVEFVIT | [C]ONSOBRINO ||| MA[G]LI | MAGISTRAT{I}"||PMCH1/3/1-3
PMCH1|3|1|4|Rhys, J.|1873|"CA/NTIORIHICIACIT | VEN/E{D}OTISCIVEFVIT | [C]ONSOBRINO ||| MA[G]LI | MAGISTRAT{I}"||PMCH1/3/1-4
PMCH2|1|1|1|Macalister, R.A.S.|1945|"FILIAVITORI || INTEP[-- | IVSTI[-- | CON[--"||PMCH2/1/1-1
PMCH2|1|1|2|Nash-Williams, V.E.|1950|"FILIAVITORI || INTEPO[-- | IVSTI[-- | CON[--"||PMCH2/1/1-2
PMCH2|1|1|3|Roberts, T.|1915|"IIHAVIIOKI || INTEP | IVST | CON"||PMCH2/1/1-3
PMCH2|1|1|4|Thomas, G.|1969|"--]FILIAVITORI || INTEP[...] | IUSTI[...] | CON[...]"||PMCH2/1/1-4
PMCH2|1|1|5|Bagnall, R.S. et al|1987|"--]FILIAVITORI || INTEPO[--] | IUSTI[--] | CON[--]"||PMCH2/1/1-5
PMRFA|1|1|1|Rhys, J.|1881|"F/ILICVN/ALIPI | CVN/ACI[..]IACIT | --]BECCV/RI"||PMRFA/1/1-1
PMRFA|1|1|2|Macalister, R.A.S.|1945|"F/ILICVN/ALIPI | CVN/ACI[..]IACIT | BECCV/RI"||PMRFA/1/1-2
PMRFA|1|1|3|Nash-Williams, V.E.|1950|"FILICVN/ALIPI | CVN/ACI[..]IACIT | --]BECCV/RI"||PMRFA/1/1-3
PMRFA|1|1|4|Rhys, J.|1905|"F/ILICVN/ALIPI | CVN/ACI[..]IACIT |
--]IBECCV/RI"||PMRFA/1/1-4
PMRFA|1|1|5|RCAHMW|1960|"FILICVN/ALIPI | CVN/ACIIACIT | BECCV/RI"||PMRFA/1/1-5
PNZAN|1|1|1|Macalister, R.A.S.|1949|"--]CUMBUIN || FO[-- | --]UICUMG: || [P][-- | --]ENITH[I] || C[--"||PNZAN/1/1-1
PNZAN|1|1|2|Okasha, E.|1984|"--]MBUIN || FO[-- | --]UMQ: || P[-- | --]TNI || C[--"||PNZAN/1/1-2
PNZAN|1|1|3|Thomas and Thorpe|1998|"[.]CUMBUIN || FO[-- | [.]UICUMQ: || P[-- | [.]ENITHI || C[--"||PNZAN/1/1-3
PNZAN|1|2|1|Macalister, R.A.S.|1949|"REGIS+RI | CATICRUX"||PNZAN/1/2-1
PNZAN|1|2|2|Okasha, E.|1984|"[RE..+.] | [CR--]"||PNZAN/1/2-2
PNZAN|1|2|3|Thomas, C.|1998|"R{*}GISI | CRUX"||PNZAN/1/2-3
PNZAN|1|3|1|Macalister, R.A.S.|1949|"D+FI | --A]I"||PNZAN/1/3-1
PNZAN|1|3|2|Okasha, E.|1984|"D+[.] | [..]"||PNZAN/1/3-2
PNZAN|1|3|3|Thomas and Thorpe|1998|"D+T/I | X"||PNZAN/1/3-3
POLCH|1|1|1|Forsyth, K.,|1996|"--]CRON[-][N][--
"||POLCH/1/1-1
POMCK|1|1|1|Macalister/1945|1945|S[--]B[--]N[--]GL[-]T[--]DM[--||POMCK/1/1-1
PONTS|1|1|1|Macalister, R.A.S.|1945|--]Q[--]T[--]C[--]D[--||PONTS/1/1-1
POOL|1|1|1|Forsyth, K.,|1996|--][S]ROTATR[--||POOL/1/1-1
POOL|1|1|2|Forsyth, K.,|1996|--]RVAVOR[C][--||POOL/1/1-2
PRCMB|1|1|1|Okasha, E.|1993|[--]||PRCMB/1/1-1
PRHOS|1|1|1|Radford, C.R.,|1937|"HICIACIT |MACCV{D}ECCETI"||PRHOS/1/1-1
PRHOS|1|1|2|Macalister, R.A.S.,|1945|"HICIACIT |MACCV{D}ECCETI"||PRHOS/1/1-2
PRHOS|1|1|3|Nash-Williams, V.E.,|1950|"HICIACIT |MACCV{D}ECCETI"||PRHOS/1/1-3
PRHOS|1|1|4|Brash, W.,|1871|"HICIACIT | MACCU{I}{D}ECCETI"||PRHOS/1/1-4
PRHOS|1|1|5|Rhys, J.,|1873|"HICIACIT | MACC{I}U{D}ECCETI"||PRHOS/1/1-5
PRIES|1|1|1|Macalister, R.A.S.|1945|NETACUNASMAQILOBAC[....]||PRIES/1/1-1
PRKLA|1|1|1|Macalister, R.A.S.|1945|ANMVINNAGITL{E}T[--||PRKLA/1/1-1
PRTT1|1|1|1|Nash-Williams, V.E.|1950|"IM[-- | FLA[-- | LM[AXI] | MINO | INVIC | TOAV | GVS"||PRTT1/1/1-1
PRTT1|1|1|2|Westwood, J.O.|1879|"IMPC | FLAVA | [D]MAXI | MINO | INVIC | TOAVG | GVS"||PRTT1/1/1-2
PRTT1|1|1|3|Macalister, R.A.S.|1945|"IMPC | FLAVA | LMAXI | MINO | INVIC | TOAVG | GVS"||PRTT1/1/1-3
PRTT1|1|2|1|RCAHMW|1976|HICIACITCANTVSVSPATERPA/VLINVS||PRTT1/1/2-1
PRTT1|1|2|2|Nash-Williams, V.E.|1950|HICIACITCANTVSVSPATERPA/VLINVS||PRTT1/1/2-2
PRTT1|1|2|3|Westwood, J.O.|1879|HICIACITCANTVSVSPATERPA/VL[.]NVS||PRTT1/1/2-3
PRTT1|1|2|4|Rhys, J.|1899|HICIACITCANTVSVSPATERPA/VLINVS||PRTT1/1/2-4
PRTT1|1|2|5|Macalister, R.A.S.|1945|HICIACITCANTVSVSPATERPA/V/LINVS||PRTT1/1/2-5
PRTT2|1|1|1|RCAHMW|1976|"TO || ME"||PRTT2/1/1-1
PRTT2|1|1|2|Nash-Williams|1950|"TO || ME"||PRTT2/1/1-2
PRTT2|1|1|3|Westwood, J. O.|1857|"TO || ME"||PRTT2/1/1-3
PRTT2|1|1|4|Macalister|1949|"TO || ME"||PRTT2/1/1-4
PRTT2|1|1|5|Rhys, J.|1873|"TO || ME"||PRTT2/1/1-5
PRTT3|1|1|1|Richards|1925|"CRU | X | || {XPI} ||| GELUGUI | N"||PRTT3/1/1-1
PRTT3|1|1|2|Macalister, R.A.S.|1925|"CRU | X | || {XPI} ||| GELUGUI | N"||PRTT3/1/1-2
PRTT3|1|1|3|Nash-Williams, V.E.|1950|"CRU | X | || {XPI} ||| GELUGUI | N:"||PRTT3/1/1-3
PRTT3|1|1|4|RCAHMW|1976|"CRU | X | || {XPI} ||| GELUGUI[-- | N"||PRTT3/1/1-4
PRTT4|1|1|1|Hughes, H. Harold|1926|"FEC[-- | || [T^C][-- | U[T--"||PRTT4/1/1-1
PRTT4|1|1|2|Nash-Williams|1950|"FEC[-- || | C[-- | UT[--"||PRTT4/1/1-2
PRTT4|1|1|3|RCAHMW|1976|"FEC[-- || | C[-- | UT[--"||PRTT4/1/1-3
PRTT4|1|1|4|Macalister|1949|"FEC[-- || | C[-- | UT[--"||PRTT4/1/1-4
PRTYV|1|1|1|Kermode, P.M.C.|1894|"CRUX | GURIA | T"||PRTYV/1/1-1
PUNCH|1|1|1|Lhwyd, Edward|1698|"CVNISCVSFIL/I | NEMAGL/I"||PUNCH/1/1-1
PYFAI|1|1|1|RCAHMW|1976|"[--] | [--] | [--] | [--]"||PYFAI/1/1-1
RACOB|1|1|1|Macalister, R.A.S.|1945|LOGAMAQISDANBI||RACOB/1/1-1
RAMSY|1|1|1|Okasha, E.|1970|S[.]TVRNBIV||RAMSY/1/1-1
RANTA|1|1|1|Macalister, R.A.S.|1945|OSBBAR||RANTA/1/1-1
RATAS|1|1|1|Fanning, T.|1977|[.]NMSILLANNMAQFATTILLOGG||RATAS/1/1-1
RATHD|1|1|1|Macalister/1949|1949|"[O]R || OITDOECHTAN"||RATHD/1/1-1
RATHK|1|1|1|Rynne, E.|1996|--]CLHQOC[--||RATHK/1/1-1
RBANE|1|1|1|Patterson, W. H.|1873|DEANLAM||RBANE/1/1-1
RCMMN|1|1|1|Petrie/1878|1878|"BENDACHD | FORANMAIN |NIOSEPH"||RCMMN/1/1-1
RCMMN|1|1|2|Macalister/1949|1949|BENDACHTFORANMAIN{N}IOSEPH||RCMMN/1/1-2
RCROG|2|1|1|Macalister/1945|1945|QREGASMU[--||RCROG/2/1-1
RDRTH|1|1|1|Okasha, E.|1993|"MAVOUIH | VITO[--]"||RDRTH/1/1-1
RDRTH|1|1|2|Thomas, C.|1994|"MAVORIFI[-- | VITO[--]"||RDRTH/1/1-2
REASK|1|1|1|Fanning, T.|1981|DNE||REASK/1/1-1
REASK|2|1|1|Fanning, T.|1981|DNS||REASK/2/1-1
REASK|2|1|2|Macalister, R.A.S.|1949|JHB||REASK/2/1-2
REASK|2|2|1|Fanning, T.|1981|DNO||REASK/2/2-1
REASK|2|2|2|Macalister, R.A.S.|1949|HNO||REASK/2/2-2
REDGT|1|1|1|Langdon, A.|1896|"DONI | ERTRO | GAVIT | PROAN | IMA"||REDGT/1/1-1
REDGT|1|1|2|Macalister, R.A.S.|1949|"DONI | ERTRO | GAVIT | PROAN | IMA"||REDGT/1/1-2
REDGT|1|1|3|Okasha, E.|1985|"DONI | ERT:RO | GAVIT | PROA[.] | IMA"||REDGT/1/1-3
RFILD|1|1|1|Macalister, R.A.S.|1945|"MAQIRITTEMAQICOLABOT | [M][.][Q][.][M][.][C][.][[Q][.][R][..]"||RFILD/1/1-1
RFILD|2|1|1|Macalister, R.A.S.|1945|"COILLABBOTASMAQICORBBI | MAQIMOCOIQERAI"||RFILD/2/1-1
RFILD|3|1|1|Macalister, R.A.S.|1945|VGwGOLAM||RFILD/3/1-1
RFILD|4|1|1|Macalister, R.A.S.|1945|"CORBAGNI ||| MAQI ||| BIVITI"||RFILD/4/1-1
RFILD|5|1|1|Barry, E.|1895|CORBAGNMAQIMUCOIC[--||RFILD/5/1-1
RFILD|6|1|1|Macalister, R.A.S.|1945|[--]||RFILD/6/1-1
RGLAS|1|1|1|Macalister/1945|1945|DUNAIDOSMAQIMARIANI||RGLAS/1/1-1
RGLAS|1|1|2|Macalister/1945|1945|DUNAIDOS MAQI MARIANI||RGLAS/1/1-2
RHDDL|1|1|1|Macalister, R.A.S.|1945|"TRENAC ||| CATLO"||RHDDL/1/1-1
RHDDL|1|1|2|Nash-Williams, V.E.|1950|"TRENAC ||| CATLO"||RHDDL/1/1-2
RHDDL|1|1|3|Brash, R.R.|1869|"TRENAC ||| CATLO"||RHDDL/1/1-3
RHDDL|1|1|4|Rhys, J.|1873|"TRENAC ||| CATLO"||RHDDL/1/1-4
RHDDL|1|1|5|Rhys, J.|1905|"TRENAC ||| CATLO"||RHDDL/1/1-5
RHDDL|1|2|1|Westwood, J.O.|1879|"TRENACATVS | ICIACIT{F}ILIVS | MAGLAGNI"||RHDDL/1/2-1
RHDDL|1|2|2|Macalister, R.A.S.|1945|"TRENACATVS | ICIACIT{F}ILIVS | MAGLAGNI"||RHDDL/1/2-2
RHDDL|1|2|3|Nash-Williams, V.E.|1950|"TRENACATVS | ICIACIT{F}ILIVS | MAGLAGNI"||RHDDL/1/2-3
RHDDL|1|2|4|Rhys, J.|1873|"TRENACATVS | ICIACIT{F}ILIVS | MAGLAGNI"||RHDDL/1/2-4
RIALT|1|1|1|Macalister, R.A.S.|1945|"BONEMIMOR{I} | [.]ILL{I} TRIBVN{I}"||RIALT/1/1-1
RIALT|1|1|2|Okasha, E.|1985|"BO[N]EMIMOR{I} | TRIBVN{I}"||RIALT/1/1-2
RIALT|1|1|3|Thomas, C.|1994|"BONEMIMOR{I} | --]ILL{I} TRIBVN{I}"||RIALT/1/1-3
ROSCR|1|1|1|Macalister, R.A.S.|1949|"R || E | CHT || A[B] | RA"||ROSCR/1/1-1
ROSCR|2|1|1|Macalister, R.A.S.|1949|"[..]DOUCHERBAILL | O~R~ODORIGELE"||ROSCR/2/1-1
ROSCR|2|1|2|Stokes, M.|1878|"[O~R~]DOUCHERBAILL | O~R~D[O]RIGELE"||ROSCR/2/1-2
ROSSH|1|1|1|Macalister/1949|1949|"O~R~DOMA/ELBRE[N] | DAIN"||ROSSH/1/1-1
ROSSH|1|1|2|Higgins/1987|1987|"O~R~DOMA/ELBRE[N] | DAIN"||ROSSH/1/1-2
ROVMO|1|1|1|Macalister, R.A.S.|1945|"ANAVLAMATTIASMUCO ||| I[--] ||| OELURIAVIA{K}ERAS"||ROVMO/1/1-1
ROVMO|2|1|1|Macalister, R.A.S.|1945|"MAQIERCIAS | MAQIVALAMNI"||ROVMO/2/1-1
ROVMO|3|1|1|Macalister, R.A.S.|1945|"VEDACU[NA] | [..QI]TOBIRAMUCOISOG ||| INI"||ROVMO/3/1-1
RSOLV|1|1|1|Macalister, R.A.S.|1933|"PROP | ARAUI | TGABA | [LA--"||RSOLV/1/1-1
RSOLV|1|1|2|Nash-Williams, V.E.|1950|"PROP | ARAUI | TGAIC | [I--]"||RSOLV/1/1-2
RSOLV|1|1|3|RCAHMW|1976|"PROP | ARAUI | TGAIC | [--]"||RSOLV/1/1-3
RSOLV|1|1|4|Westwood, J.O.|1864|"PROP | ARAVI | TGAIC | [--]"||RSOLV/1/1-4
