SITE|STONE|INSCRIPTIO|READING|EXPAND_ID|EXPANSION|TRANSLATIO
GOWRN|1|1|1|1|MAQI-ERAC[I]AS [MA]QI  DIMAQ[A] MUC[OI--|n/a
GOWRN|1|1|2|1|[MAQI]-ERAC[IAS] [MAQI] D[I]M[A]Q[A] MUC[O--|n/a
GOWRN|1|1|3|1|[--I]ERAC[IA]S[--] D[.]M[AQA] [MUC]O[--|n/a
LDDEW|1|1|3|1|WALMERE|n/a
GOWRN|1|1|4|1|MAQI-ERACIAS MAQI [--]DI MAQA-MUCOI|
GRANG|1|1|1|1|--DI] MAQI MUCOI IVODACCA|n/a
GRENL|1|1|1|1|TRENU MAQI MUCOI QRITTI|n/a
GRENL|1|1|2|1|T[R]EN[O] [MA]QI MUCOI QRITTI|n/a
GRENL|2|1|1|1|CATTUBUTTAS MA[Q][--|n/a
GRISL|1|1|1|1|LON[A]MNI [A]V[I] BARI|n/a
GRISL|1|1|2|1|LONAMNI AVI BARI|n/a
GRMGH|1|1|1|1|[--]|n/a
GRTMA|1|1|1|1|NOARRA MAQI VORUDRAN|n/a
GULV1|1|1|1|1|QVENATAVCI IC DINVI FILIVS|n/a
GULV1|1|1|2|1|QVENATAVCI IC DINVI FILIVS|[the stone] of Qvenataucus(PN) here, son of Dinvius(PN).
GULV1|1|1|3|1|QVENATAVCI IC DINVI FILIVS|n/a
GULV2|1|1|1|1|[--]|n/a
GULV2|1|1|2|1|VRIVI|n/a
GULV2|1|1|3|1|VNVI|n/a
GURAN|1|1|1|1|DUMELI MAQI GLASICONAS NIOTTA COBRANOR[IGAS]|n/a
GURAN|1|1|2|1|DUMELI MAQI GLASICONAS NIOTTA COBRANOR[--|n/a
HAREI|1|1|1|1|OROIT AR TUATHCHARAN|A prayer for Tuathcharan.
HAREI|1|1|2|1|OROIT AR TUATHCARA~N|
HAYLE|1|1|1|1|HIC IN TVMVLO REQVIEVIT [--] CVNAIDE HIC [IN] TVMULO IACIT VIXIT ANNOS XXXIII|here N.N. rested [he has now been exhumed to make room for] Cunaide (PN), who lies here
HAYLE|1|1|2|1|HIC PACE [--] REQVIEVIT CVNATDO HIC [IN] TVMVLO IACIT VIXIT ANNOS XXXIII|Here is peace has rested Cunatdo (PN). Here he lies in the tomb. He lived for 33 years.
HAYLE|1|1|3|1|HIC PACE NVP[ER] REQVIEVIT CVNAIDE HIC IN TVMVLO IACIT VIXIT ANNOS XXXIII|Here in peace lately went to rest Cunaide (PN).  Here in the grave she lies.  She lived 33 years.
HENEG|1|1|1|1|(-) FILIUS EV(-) (CUIUS A)NIMA REQUIES(CAT) (IN PAC)E|(So-and-so (PN)), son of Ev(--)(PN) (lies here).  May his soul rest in peace.
HENEG|1|1|2|1|"[HIC IACET][--] FILIUS EV[--] | (-) [CUIUS ANIMA REQUIES(CAT) (IN PAC)E"|n/a
HENEG|1|1|3|1|"--]ILIUS CU[IUS] | [A]NIMA REQUICIT [IN PACE]"|n/a
HENEG|1|1|4|1|"[--F]ILIUS CU[--] | [A]NIMA REQUIES(CAT)"|n/a
HENFN|1|1|1|1|TIGEIRN[--|n/a
HENFN|1|1|2|1|TIGEIRN[--|(... the stone) of Tigernacus (?) (PN).
HENFN|1|1|3|1|TIGEIR[N]|n/a
HENLL|1|1|1|1|"CORPUS MENVENDANI | FILI BARCUNI"|"The body of Menvendanus (PN), son of Barcunus (PN). 


rcunus."
HENLL|1|1|2|1|"QUENVENDANI | FILI BARCUNI"|(The stone) of Quenvendanus (PN) son of Barcunus (PN).
HENLL|1|2|1|1|QUENVENDANI MAQ  BARCUNI|n/a
HIRWN|1|1|1|1|ERECOR[I] MAGLORI CVNI [HIC IACIT]|n/a
HIRWN|1|1|1|2|ERECOR[I] MAGLORI CVNI F/IL/I IACIT|n/a
HIRWN|1|1|1|3|ERECOR[I] MAGLORI CUNIIAC FICIT|n/a
HLAND|1|1|1|1|SEDAN[I MAQQI CAT]TABBOTT AVVI DERCMASOC|n/a
HLAND|1|1|2|1|SEDAN[--] [D!]ABBOTT AVVI DE[RCMASOC|n/a
HLAND|1|1|3|1|SEDAN [--]TABBOTT AVVI DERCMASOC|n/a
HTOWN|1|1|1|1|[--]|n/a
ICLTA|1|1|1|1|+ ILAD IN DECHENBOIR|The tomb-stone of the ten persons.
ICLTA|1|1|2|1|+ ILAD IN DECHENBOIR|The Grave of the Ten Men.
ICLTA|2|1|1|1|OR DO ARDSE[I--|Pray for Ardse... (PN)
ICLTA|2|1|2|1|OR DO ARDSENOIR ERENN I DO CATHASACH|A Prayer for the Chief Elder of Ireland, i.e. for Cathasach (PN)
ICLTA|2|2|1|1|O[R] DO THOR[N]OC DO RINGNI I CROIS[S]|A Prayer for Tórnóc (PN), who made the cross.
ICLTA|3|1|1|1|OROIT DO MURCHAD|n/a
ICLTA|4|1|1|1|COSCRACH LAIGNECH|Cosrach (PN) the Leinsterman.
ICLTA|5|1|1|1|OROIT DO MACCU|n/a
ICLTA|6|1|1|1|OROIT DO CHELLACH|n/a
ICLTA|7|1|1|1|OROIT DO CATHGAL|n/a
ICLTA|8|1|1|1|OROIT DO LAITHBERTACH|Pray for Laithbertach (PN)
ICLTA|8|1|2|1|OROIT DO LAITHBERTACH|n/a
ICLTA|9|1|1|1|OROIT DO INGANE|n/a
ICLTA|10|1|1|1|OROIT DO GILLUCRIST EPISCOPUS|A prayer for Gilla-Crist (PN) the Bishop
ICLTA|11|1|1|1|OROIT DO MAEL[--|n/a
ICLTA|12|1|1|1|OROIT DO DOMNALL SACART|A prayer for Domnall (PN) the Priest
ICLTA|12|1|2|1|OR DO DOMNALL SAGART|A prayer for Domnall (PN) the Priest
ICLTA|13|1|1|1|OR DO DIARMAIT MACC DELBAID|Pray for Diarmait (PN), son of Delbad(PN),
ICLTA|13|1|2|1|OR DO DIARMAIT MACC DELBAID|n/a
ICLTA|14|1|1|1|OR DO MAELPATRAIC|Pray for Maelpatraic (PN).
ICLTA|14|1|2|1|OR DO MAEL PATRAIC|n/a
ICLTA|15|1|1|1|OR D[O] DOMNALL|n/a
ICLTA|16|1|1|1|[OR] DO MAEL SECHNAILL|n/a
ICLTA|17|1|1|1|OR DO CHUNN|Pray for Conn (PN).
ICLTA|17|1|2|1|OR DO CHUNN|n/a
ICLTA|18|1|1|1|OR [DO G--]|n/a
ICLTA|19|1|1|1|MOENGAL MAC LODGIN|n/a
ICLTA|19|1|2|1|MOENGAL MAC LODGIN|n/a
ICLTA|19|1|3|1|"MOEN || GAL | MAC || [B]ODGIN"|n/a
IMRRY|1|1|1|1|[C]RUX RETE[--|n/a
IMRRY|2|1|1|1|--]CRUX[--|n/a
IMRRY|3|1|1|1|--]CRUX[--|n/a
IMRRY|4|1|1|1|AR TRANERTH DORCHUN GN[O]TR[N] NBTM[H]OC|n/a
IMRRY|5|1|1|1|OROIT DO MURCHAD|n/a
IMRRY|6|1|1|1|+OROIT  DO MUREDACH HU CHOMOCAIN, HIC DORMIT|n/a
IMRRY|7|1|1|1|+OR DO COINMURSCE|n/a
IMRRY|8|1|1|1|"[OR AR CHINN-F]AILAD OCUS AR MAEL-BR[IGTE (OCUS AR N.N.)] O RORC OCUS AR EILEISE
"|n/a
INAGH|1|1|1|1|--]ORIBRASSIA|n/a
INBOF|1|1|1|1|[O]ROIT DO [CH]ORMACAN|n/a
INBOF|2|1|1|1|MAEL MARTAIN|n/a
INBOF|3|1|1|1|--]TD [--]R|n/a
INCHA|1|1|1|1|LIE LUGUAEDON MACCI MENUEH|n/a
INCHA|1|1|1|2|LUGUAEDON MAQI MENUI|The stone of Lugnaedon son of Limenueh
INCHA|1|1|2|1|LIE LUGNAEDON MACCI MENUEH|The stone of Lugnaedon son of Limenueh
INCHA|1|1|3|1|LIE LUGAEDON MACCI MENUEH|n/a
INCHY|1|1|1|1|ETTLIETRENOIDDORS|n/a
INCHY|1|2|1|1|--][U!]HT[U][O!][A!]GED[--|n/a
INCHY|1|3|1|1|INEHHETESCIE[T!][T!]INNE|n/a
INCHY|1|4|1|1|SETU[-]|n/a
INCLO|1|1|1|1|O~R~ DO LAITHBERTACH|
INDQS|1|1|1|1|CRVARIGI HI[C IACIT]|n/a
INDQS|1|1|2|1|--]VA[--|n/a
INDQS|1|1|3|1|--]M[--|n/a
INDQS|1|1|4|1|C[--]VIRC[--|C--virc- (PN)
INDQS|1|1|5|1|CRVARIGI HI[C IACIT]|n/a
INDRE|1|1|1|1|S[...]RE[...]S[...] HIC REQUISQUIT|n/a
INVIC|1|1|1|1|[CO]BB[A] AVI VLATIAMI MAQ[--|n/a
INVIC|2|1|1|1|OROIT DO MACRUED U DALACH|n/a
ISLAN|1|1|1|1|CUNALEGI AVI QUNACANOS|
ISLAN|1|1|2|1| CUNALEGI A[V] QUNACANOS|
ITNNG|1|1|1|1|[--]|n/a
JRDNS|1|1|1|1|DOVAGNI|n/a
JRDNS|1|1|2|1|DOVAGNI|(The stone) of Dovagnus (PN).
JRDNS|1|2|1|1|TIGERNACI DOBAGNI|n/a
JRDNS|1|2|2|1|TIGERNACI DOBAGNI|(The stone) of Tigernacus (PN) Dobagnus (PN).
KBRCN|1|1|1|1|SCI BRECANI|
KBRCN|1|1|2|1|SANCTI BRECANI|
KBRCN|3|1|1|1|UII ROMANI|
KBRCN|3|1|2|1|VII ROMANI|
KBRCN|4|1|1|1|OROIT AR II CANOIN|A prayer for the two Canons
KBRCN|4|1|2|1|O~R~ AR II CANOIN|
KBRCN|6|1|1|1|CETHERNAC[H]|
KBRCN|6|1|2|1|CETHERNACH|
KBRCN|7|1|1|1|ORAIT ANMAIN SCANDLAIN|
KBRCN|8|1|1|1|TOMAS APOSTALUS|
KBRCN|8|1|1|2|TOMAS AB|
KBRCN|8|1|2|1|TOMAS APOSTALUS|
KCMMN|1|1|1|1|OROIT AR ANMAIN MAC ETICH|Pray for the soul of Mac Etich
KCMMN|1|1|2|1|OROIT AN ANMAIN MAIC ETICH|
KDEAS|1|1|1|1|BENDACHT AR ART U LURCAIN|a blessing upon Art ua Lurcáin(PN)
KDEAS|2|1|1|1|R[O]B[ART]A[CH]|n/a
KEELW|1|1|1|1|ORAIT AR ANMAIN SCANDLAIN|
KEENH|1|1|1|1|ANM CASONI [MAQ]I RODAGNI|n/a
KELLS|1|1|1|1|A W~ IHS X[PS] OROIT DO RIGA[N]|n/a
KELLS|2|1|1|1|OROIT DO ARTGAL|n/a
KELLS|2|1|2|1|OROIT DO ARTGAL DO RIGNE I CHROSSE MUIREDAIG|Prayer for Artgal(PN) who made this cross of Muiredach(PN).
KELLS|2|2|1|1|BENDACHT AR ARTGAL|n/a
KELLS|2|2|2|1|BENDACHT AR ARTGAL OROIT DO MUIREDACH|Blessing upon Artgal(PN): a prayer for Muiredach(PN).
KENFG|1|1|1|1|P[O^A]P[--] R[O]L[--]N[--]M[--]Q[--]LLUNA|n/a
KENFG|1|1|2|1|POPIA[S]  [--] ROL[IO]N M[AQ]I LL[E]NA|(The stone) of Popia (PN) ... son of Llena (?) (PN)
KENFG|1|1|3|1|(ii) PAMPES (i) ROL[ACU]N M[A]Q ILLUNA|n/a (regarded as two separate inscriptions)
KENFG|1|1|4|1|{**} IA HQDDNAHCDNgGOA|n/a
KENFG|1|1|5|1|POP[IA MAQUA MAQUI] R[O]L[--]N M[AQU]I LL[E]NA|Pompey (PN) son of the son of R...n (PN) son of Llena (PN)
KENFG|1|2|1|1|PVMPEIVS CARANTORIVS|n/a
KENFG|1|2|2|1|PVMPEIVS CARANTORIVS|Pumpeius Carantorius (PN) (? lies here)
KENFG|1|2|3|1|PVMPEIVS CARANTORIVS|n/a
KENFG|1|2|4|1|PVMPEIVS CARANTORIVS|n/a
KENFG|1|2|5|1|PUNPEIUS CARANTORIUS|n/a
KENFG|1|2|6|1|PVMPEIVS CARANTORIVS|n/a
KFNTN|1|1|1|1|EQODDI|n/a
KFNTN|1|1|2|1|EQODD|n/a
KFNTN|1|2|1|1|SANCTI FINTEN|n/a
KFNTN|1|2|2|1|[F]INTEN|n/a
KFNTN|1|2|3|1|SANCTI INTEN|n/a
KILMA|1|1|1|1|LUGADDON MAQI LUGUDEC|
KILMA|1|1|2|1|DDISI M[O]CQUSEL[L]|
KILMA|1|2|2|1||
KILTH|1|1|1|1|LUGUDUC MAQI MAQIOC[--]CI[--|n/a
KINET|1|1|1|1|MARIANI|n/a
KINET|2|1|1|1|SAGWTI LLOTETI AVI SRUSA|n/a
KINET|2|1|2|1|A CURCITI VEVODDIUGWAC|n/a
KIOLA|1|1|1|1|OROIT DO DEGEN|Pray for Degen (PN)
KIOLA|1|1|2|1|OROIT DO DEGEN|n/a
KLBEG|1|1|1|1|BIVODON MUCOI ATAR|n/a
KLBEG|1|1|2|1|BIVODON MUCOI [ATA]R|n/a
KLBON|1|1|1|1|B[AID]AGNI MAQI ADDILONA|n/a
KLBON|1|1|2|1|B[...]AGN[.] [MAQ]I ADD[I]L[O]NA|n/a
KLBON|1|2|1|1|NAG[U]N[I] MUCO BAIDANI|n/a
KLBON|1|2|2|1|N[A]G[U]N[I] M[UC/QO] B[AI]D[A]N[--|n/a
KLBON|1|3|1|1|NI R[ABA A]MNE DAGNI ESSI CONIDD ALA AMIT BAIDAGNI|Let it not be thus he makes it, but let him compose it thus, Baidagni(PN).
KLBON|1|3|2|1|AMIT BAIDAGNI NIR[...]MNIDAGNIESSICONIDDALA|n/a
KLCAS|1|1|1|1|LUGUQRIT[TI MAQI] [--]LONAS|n/a
KLCOO|1|1|1|1|OR[OIT] DU MAEL-CLUCHI|n/a
KLCOO|1|1|2|1|ANM VIR[R][--]AN[N]I TIGIRN|n/a
KLCOO|1|2|1|1|CEDATTOQA MAQI VEDELMET[T]|n/a
KLCOO|1|2|2|1|[C]EDATTOQ[A] MAQI VEDELMET[T]|n/a
KLCOO|2|1|1|1|EDCU MIC LIE|n/a
KLCOO|2|1|2|1|+COLGIDICAE|n/a
KLCOO|3|1|1|1|OR[OIT] D[--|n/a
KLCOO|4|1|1|1|--]GGO MAQI AGILL[--|n/a
KLCOO|5|1|1|1|DUBE[B][--]|n/a
KLCOO|6|1|1|1|RITTUVVECC MAQI VEDDONOS|n/a
KLCOO|6|1|2|1|RTTTAVVECC MAQI VEDDONOS|n/a
KLCOO|7|1|1|1|--]L[--]M[--|n/a
KLCOO|8|1|1|1|--]URG[--|n/a
KLGOB|1|1|1|1|ANN VENI TEGG[--|n/a
KLGOB|2|1|1|1|LUGUQQRITTAS|n/a
KLGOB|2|1|2|1|DUGONNGGUQS|n/a
KLGOB|3|1|1|1|--]HATA[--|n/a
KLGRO|1|1|1|1|ANM  MOLEGOMRID MACI VECUMEN|n/a
KLGRV|1|1|1|1|[CU]NAMAQI LUGUDECA MUC[OI] CUNEA|n/a
KLGRV|2|1|1|1|NISIGNI MAQI ER[--I|n/a
KLGRV|2|1|2|1|NISIGNI MAQ ER[--]I|n/a
KLGRV|3|1|1|1|DEBRANI MAQI ELTI AVI OGATOS|n/a
KLGRV|4|1|1|1|--]VAGNI MUCOI CUNIA|n/a
KLGRV|5|1|1|1|MAQI E[--|n/a
KLGRV|6|1|1|1|--]U MAQI CUMOGODUU MUCO[--|n/a
KLKEE|1|1|1|1|MAQI R[--|n/a
KLLAG|1|1|1|1|DOVATTAC AV[I] [--]ILEH|n/a
KLLOE|1|1|1|1|[TH]URGRIM RISTI [KR]US THINA|Thorgrim(PN) carved this cross.
KLLOE|1|1|2|1|"[E]URKRIM RISTI | [K]RUS EINA"|n/a
KLLOE|1|1|3|1|"--]{*}UR{K}RI[.]+RISLI+ | [K]RUS{*}INA"|n/a
KLLOE|1|2|1|1|"BENDACHT [AR] | TORGR[IM]"|A blessing upon Thorgrim(PN).
KLLOE|1|2|2|1|"BENDACHT [AR] | TOROQR[IM]"|n/a
KLMOL|1|1|1|1|--]NN|n/a
KLORG|1|1|1|1|--][U!][--|n/a
KLORG|1|2|1|1|GALEOTOS|n/a
KLORG|2|1|1|1|--]MAQI RECTA|n/a
KLORG|3|1|1|1|[--]|n/a
KLQAN|1|1|1|1|[--]|n/a
KLURL|1|1|1|1|--]OTANI M[A]QI LOSAGNI|n/a
KLURL|1|1|2|1|--]OTANI M[A]QI LOSAGN[I]|n/a
KLURL|2|1|1|1|[--]|n/a
KLVMO|1|1|1|1|ASSICONA|n/a
KLWER|1|1|1|1|UDDMENSA CELI NETTASLOGI|n/a
KMERY|1|1|1|1|OROIT AR ANMAIN N-AEDAIN|
KMERY|1|2|1|1|O~R~ AR ANMIN AEDAEN|
KMERY|2|1|1|1|OROIT AR THUATHAL|
KMERY|3|1|1|1|OROIT DO MA/ELSECHNAILL|
KMICH|1|1|1|1|BLVSN HDTCQ MGGWSTR AOUEI|n/a
KMICH|1|2|1|1|MUUCOMAIL  AFI UA MULLUG|Mucomael(PN) so (grandson? or descendant?) of O'Maelguc (PN)
KMICH|1|2|2|1|[--]|n/a
KMICH|1|3|1|1|MALLUMKUN RAISTI KRUS THENA EFTER MALMURU FUSTRA SINE TOTIR TUFKALS  KONA IS ATHISL  ATI +|Mael-lomchon(PN) erected this cross to the memory of Mal-mura (PN) his foster [mother] daughter of Dugald(PN), the wife whom Athisl(PN) had.
KMICH|1|3|2|1|MALLYMKUN RAISTI KRUS THENA EFTER MALMURY FUSTRA SINE TOTOR TUFKALS KONA IS ATHISL  ATI +|Mallymkun(PN), daughter of Dufgal(PN), the wife whom Athisl(PN) married, set up this cross in memory of Malmury(PN) her foster-son.
KMICH|1|4|1|1|[B]ETRA ES LAIFA FUSTRA KUTHAN THAN SON ILAN +|Better it is to have a good foster son than a bad son.
KMICH|1|4|2|1|"[B]ETRA:ES:LAIFA:FUSTRA:KUThAN:
ThAN:SON:ILAN +"|n/a
KMKDR|1|1|1|1|DN[I]|n/a
KMKDR|1|1|2|1|DOMINE|n/a
KMKDR|2|1|1|1|DNI|n/a
KMKDR|2|1|2|1|DOMINI|n/a
KMKDR|2|2|1|1|BCDEFGHIKLMNOPQRSTUXYZE/T|alphabet
KMKDR|2|2|2|1|BCDEFGHIKLMNOPQRSTUXYZE/T|alphabet
KNBOY|1|1|1|1|--]ER[A]T[I] M[U]C[OI] NETA-S[EGAM]ONAS|n/a
KNBOY|2|1|1|1|--]BR[--]B[A]RCEN[--|n/a
KNBOY|3|1|1|1|CORB|n/a
KNBOY|4|1|1|1|Q[E]CC[IAS] M[U]C[OI B]R[O]E[NIONAS]|n/a
KNBOY|5|1|1|1|--]CIR MAQI MUC[--|n/a
KNBOY|6|1|1|1|VORTIGURN|n/a
KNBOY|7|1|1|1|VEDABAR M[A]Q[--]LSM MUCOI ODR[--]REA|n/a
KNBOY|8|1|1|1|[MAQI] MOGwEDIAS MAQI MUIBITI|n/a
KNDJK|1|1|1|1|[--S--]|n/a
KNDJK|1|1|2|1|"--]U[.]S[--] | [--"|n/a
KNICK|1|1|1|1|MAQI NILI|
KNKLA|1|1|1|1|LUGUDI MAQI L[--]D[--]QA MOCOI DONM[A]|n/a
KNMAH|1|1|1|1|SENAQ MAQ[I MU]C[OI E]NA|Senaq (PN) descendent of Ena (PN)
KNOUR|1|1|1|1|B[--]Q[--]HAGA[--]DL|n/a
KNOUR|2|1|1|1|[--]|n/a
KNOUR|2|1|2|1|[--]I MAQI [--]C[--]|n/a
KNWEE|1|1|1|1|[M]I[C]ANAVVI MAQ L[U]G[U]N[I]|n/a
KNWEE|1|1|2|1|[..]CANAVVI MAQ L[--]N[--|n/a
KNWEE|2|1|1|1|VEQIKAMI MAQI LUGUNI|n/a
KNWEE|3|1|1|1|GRIMIGGN[I MAQ]I CERC[C--|n/a
KNWEE|3|1|2|1|GR[I--]GN[--]CERC[--|n/a
KNWEE|4|1|1|1|CULRIGAI MAQI MENUMAQ[I]|n/a
KNWEE|5|1|1|1|BRANI MAQQI MUCC[OI --]R[A]L[--|n/a
KNWEE|6|1|1|1|COLLOS[--|n/a
KNWEE|6|1|2|1|COLLI|n/a
KRRIS|1|1|1|1|MACARI[.] CARASIMILIUS|Of-Macari[.](PN) Carasimilius(PN).
KSAGT|1|1|1|1|IN LOC SO TANIMMAIRNI TERNOHC MAC CERAN BIC ER CUL PETER APSTEL|This place, Ternóc (PN), son of Ciarán (PN) the Little, bequeathed it under the protection of Apostle Peter
KSAGT|1|1|2|1|IN LOC SO TANIMMAIRNI TERNOHC MAC CERAN BIC ER CUL PETER APSTAL|This place did Ternoc (PN) son of Ciaran (PN) the Little bequeath under the protection of Peter the Apostle
LABAN|1|1|1|1|QUTQ|n/a
LABAN|1|1|2|1|NUVN|n/a
LAEL1|1|1|1|1|MELITV|n/a
LAEL1|1|1|2|1|MELITV|n/a
LAEL1|1|1|3|1|MELITV[S]|Melitus (PN)(lies here).
LAEL1|1|1|4|1|MELITV|n/a
LAEL2|1|1|1|1|AHORTUSEI METIACO HIC IACET|Ahortusei (PN) Metiaco (PN) [lies here]
LAEL2|1|1|2|1|AHORTV SEIMETIACO HIC IACET|n/a
LAEL2|1|1|3|1|ALHORTVSELMETIALCO HIC IACET|n/a
LAEL2|1|1|4|1|ALIORTVS ELMETIACO HIC IACET|n/a
LAEL2|1|1|5|1|ALIORTVS ELMETIACO HIC IACET|n/a
LAEL2|1|1|6|1|ALIORTVS ELMETIACO HIC IACET|Aliortus(PN) the Elmetian lies here.
LAEL2|1|1|7|1|ALHORTGEIMETIACO HIC IACET|n/a
LAEL2|1|1|8|1|ALIORTVS ELMETIACO HIC IACET|n/a
LAEL2|1|1|9|1|A HORTVSEIMETIACO HIC IACET|n/a
LAMOG|1|1|1|1|SEVERRIT MAQI MUCOI ROTTAIS|
LAMOG|2|1|1|1|DOVATUCI  [A]VI TULOTANAGIA|
LANEY|1|1|1|1|"+ MERCI ET GRACE MOREDIC | ELMON FECIT HANC CRUCEM"|n/a
LANEY|1|1|2|1|"MERCI  ET GRACE MOREDIC | ELMON FECIT HANC CRUCEM"|n/a
LANEY|1|1|3|1|"+ MERCI ET GRACE MOREDIC | ELMON FECIT HANC CRUCEM."|Mercy and grace (?on the soul of) Moredic (PN). Elmon (PN) made this cross.
LARON|1|1|1|1|DU[N]NODNNATMAQQNET[U][--|n/a
LARTH|1|1|1|1|[TRENALUGO]S|n/a
LARTH|1|1|2|1|[--]|indeterminate
LARTH|1|1|3|1|C[ROC]|The cross of ... (Gurhiret, LARTH/1/2/3/1])
LARTH|1|2|1|1|GURHIST|n/a
LARTH|1|2|2|1|GURHIRT|(? The cross) of Gurhirt (PN) (or Gurhist (PN))
LARTH|1|2|3|1|GURHIR[E]T|(the cross of [from LARTH/1/1/3/1]) Gurhiret (PN)
LBABO|1|1|1|1|ETTORIGI HIC IACET|n/a
LBABO|1|1|1|2|ETTORIGI HIC IACIT|n/a
LBABO|1|1|2|1|ETTORIGI(S) HIC IACIT|(The stone) of Ettorix (PN).  He lies here.
LBOID|1|1|1|1|"ECHADI | FILI ITOCUS"|(The stone) of Echadus (PN), son of Itocus (PN).
LBOID|1|1|2|1|"ECHADI | FILI + OCUS"|n/a
LBOID|2|1|1|1|"MAVOHENI | FILI LUNARI | [HC CODIFUS]"|n/a
LBOID|2|1|2|1|"MAVOH[--] | FILI LUNAR[C]HI COCCI"|n/a
LBOID|2|1|3|1|"MAVOHENI | FILI LUNARI | HI COCCI [FUS]"|n/a
LBOID|2|1|4|1|"MAVOHENI | FILI LUNARC | HI COCCI"|(The stone) of Mavohenus (PN), son of Lunarchus Coccus (PN).
LBOID|3|1|1|1|--]TUM[ULO--|n/a
LCARF|1|1|1|1|DVNOCATI HIC IACIT FILI MERCAGNI|n/a
LCARF|1|1|2|1|DVNO[.]ATI HIC IACIT FILI ME[S]CAGNI|here lies [the body] of Duno[.]atus (PN), son of Me[s]cagnus (PN)
LCARF|1|1|3|1|DVNOCATI HIC IACIT FILI MESCAGNI|of-Dunocatus(PN) here lies, of-the-son of-Mescagnus(PN).
LCRFN|1|1|1|1|[----]MSCEP[T--P]S[--|n/a
LCRFN|1|1|2|1|--]MSCEP[I--]P[...]SES C[--|n/a
LCRFN|1|1|3|1|D X{*} STER|n/a
LCURN|1|1|1|1|{alpha} IHS XPS {omega}|n/a
LCURN|1|2|1|1|BENNACHT FOR ANMAIN ANMACHADA|n/a
LCURN|2|1|1|1|+ BEENACHT F[OR] ANMAIN GILLE IN CHOMDED IBUICINE ADBUR RI CIARRAIDI|A blessing on the soul of Gilla-in-Choimded ua Buicine (PN) ri-diamna of Ciarraige.
LCURN|2|2|1|1|IHS XPS|n/a
LCURN|2|3|1|1|MARIA|n/a
LDDEW|1|1|1|1|WUMERE|n/a
LDDEW|1|1|2|1|WILMERE|n/a
LDDEW|1|1|4|1|WLIGUE|Meaning and reading uncertain (? a personal name)
LDDTY|1|1|1|1|+GURDON SACERDOS|n/a
LDDTY|1|1|2|1|GUADAN SACERDOS|n/a
LDDTY|1|1|3|1|+GUADAN SACERDOS|Guadan (PN) then Bishop (? Priest)
LDDTY|1|1|4|1|GURDON SACERDOS|n/a
LDDTY|1|2|1|1|FECT CRUX PRO ANNI ID ? ANIGURHI|n/a
LDDTY|1|2|2|1|FECIT CRUX PRO ANIIMA, ID EST ANIMA GURHI|n/a
LDDTY|1|2|3|1|FECIT CRUX P (pro) AN(ima) NI(n) ID & (?) ANI(ma) GURHI| Made (this) cross for the soul of Nin(n)id (PN) and (for) the soul of Gurhi (PN)
LDDTY|1|3|1|1|GUADAN|Guadan (PN)
LDDTY|1|3|2|1|GUADAN|Guadan (PN)
LDEIL|1|1|1|1|ANDAGELLI MACV CAVE[TI]|n/a
LDEIL|1|1|2|1|[A]NDAGELLI MACV CAV[ETI]|(The stone) of Andagellus (PN), son of Cavetus (PN)
LDEIL|1|1|3|1|[ANDAG]ELL[I] [--]C[--]C|n/a
LDEIL|1|1|4|1|[AN]DAGELLI MACV CAV[E--|n/a
LDEIL|1|1|5|1|[.]NDAGELL MA[DD^C]V CAVI|n/a
LDEIL|1|2|1|1|ANDAGELLI IACIT FILI CAVETI|n/a
LDEIL|1|2|2|1|ANDAGELLI IACIT FILI CAVETI|(The stone) of Andagellus (PN), son of Cavetus (PN)
LDEIL|1|2|3|1|ANDAGELLI IACIT [--]|The tomb of Andagellus (PN), he lies here
LDEIL|1|2|4|1|ANDAGELLI IACIT FILI CAVETI|[Here] lies [the body] of Andagell (PN), son of Cavet (PN)
LDEIL|2|1|1|1|COIMAGNI FILI CAVETI|n/a
LDEIL|2|1|2|1|COIMAGNI FILI CAVETI|(The stone) of Coimagnus (PN), son of Cavetus (PN)
LDEIL|2|1|3|1|COIMAGNI FILI CAVETI|The tomb of Coimagnus (PN), the son of Cavetus (PN)
LDEIL|2|1|4|1|COIMAGNI FILI CAVETI|n/a
LDEIO|1|1|1|1|"--][ HIC] IACET CURCAGNUS | [--]VRIVI FILIUS"|(Here) lies Cucagnus (PN), son of [--] Vrivus (PN).
LDEWA|1|1|1|1|[--]|n/a
LDEWA|1|1|2|1|--]LO[--]OL[--]QU[--]AN[--]RES[--]CEN[--|n/a
LDEWA|1|2|1|1|[--]|n/a
LDEWA|1|2|2|1|[--R--]RU[--]D[--N^S--U]AT[--]AR[--S--]O[--]A[--]|n/a
LDEWB|1|1|1|1|DALLVS DVMELVS|Dallvs (PN) Dvmelvs (PN)
LDEWB|1|1|2|1|DALLVS DVMELVS|Dallus (PN) Dumelus (PN) lies here
LDEWB|2|1|1|1|[HIC IACET I]DNERT FILIVS I[-- QVI] OCCISVS FVIT PROPTER P[--] SANCTI [--]|n/a
LDEWB|2|1|2|1|[+HI]C IACET [I]DNERT FILIVS IA[--] [QVI] OCCISV[S F]VIT PROPTER PR[AEDIVM?] [-- SANCTI]|Here lies Idnert(PN) , son of Ia...(PN) , who was killed near the farm of the holy...
