"SITE"|"NAME"|"CEL_NAME"|"PLACE"|"CEL_PLACE"|"PARISH"|"CEL_PARISH"|"COUNTY"|"CEL_COUNTY"|"COUNTRY"|"HEIGHTOD"|"SITE_TYPE"|"SITE_DESCR"|"SITE_HISTO"|"Site Address"|"grid"|"easting"|"northing"|"lat"|"lon"
"SCLEM"|"St Clement"|"inc"|"St Clement"|"inc"|"St Clement"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"St Clement Parish Church.

Thomas/1994, 270: `...by the church of St Clement...found in a nearby glebe field'."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"SCOLM"|"St Columb Major"|"inc"|"St Columb Major"|"inc"|"St Columb Major"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Parish church of St Columb Major.

Thomas/1994, 317, states that the site was probably a _lann_."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"SCRED"|"Sancreed"|"inc"|"Sancreed"|"inc"|"Sancreed"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Thomas/1994, 317, argues, on the basis of physical evidence, that the older part of the churchyard may form a _lann_."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"SDAV1"|"Carnhedryn-uchaf Farm"|"inc"|"Carnhedryn-uchaf Farm"|"inc"|"St. Davids"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"modsc"|"Rhys/1896, 105, `I questioned Mr. Lewis [the vicar] as to the _carn_ indicated by the name.  He knew of no trace of it, and I suspect that it occupied the ground on which the house and outhouses now stand.  As to the name, I suppose the _h_ in the name _Carn Hedryn_ is due to the Welsh syllabic accent, as in the case of _ugain_, ``20''; in _un ar hugain_, ``21''; and that _h-Edryn_ is to be identified with the _Edren_ of the Saint's name; but there is nothing to indicate now whether the Welsh should be written Edrin or Edryn.'  Rhys continues with a moderately long aside on the name.

Macalister/1945, 425, records that the first known location for the stone is its use as a gatepost'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SDAV2"|"Pen Arthur Farm"|"inc"|"Pen Arthur Farm"|"inc"|"St. Davids"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"modsc"|"RCAHMW/1925, 348, `farm of Pen Arthur...The farm is about midway on the direct road between St. Davids and the site of St. Patrick's chapel on the verge of Whitesand Bay,  and there can be little doubt but that the stones originally came from that site.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SDAV3"|"Cathedral, St. David's"|"inc"|"St. David's"|"inc"|"St. Davids"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SDAV4"|"Bishop's Palace"|"inc"|"St. Davids"|"inc"|"St. Davids"|"inc"|"Pembrokeshire"|"inc"|"Wales"|NULL|"eccle"|"Craster/1957, 118, states that the stone was found in a thirteenth-century boundary wall at the Bishop's Palace, St. David's."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SDOGM"|"St Dogmaels Abbey"|"inc"|"St Dogmaels"|"inc"|"St Dogmaels"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"RCAHMW/1925, 358, `The present parish church is a modern structure, built within the precincts of the former abbey of St. Dogmael's, and probably out of much of its remains.  Beyond two oak chairs, bearing dates 1700 and 1738 respectively, no furniture of fittings that may have belonged to any earlier edifice have been preserved...The ruins of the Abbey of St. Mary the Virgin, founded 1115 for monks of the reformed Benedictine Order of Tiron, stand south of the parish churchyard, from which they are separated by a wall.'

The Commission then proceeds to provide an extensive description and discussion of the Abbey remains."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SDOGW"|"Little Trefgarne"|"Trefgarn Fach"|"Little Trefgarne"|"inc"|"St Dogwells"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"modsc"|"Nash-Williams has the site listed as St. Dogmael's (a typographic error?) and Westwood places the site in his Pembrokeshire section, but cites it as being in Carmarthenshire (Nash-Williams/1950, 213, Westwood/1879, 105).  Romilly Allen lists the parish as Spittal (not St. Dogwells or St. David's!; RomillyAllen/1896, 282).

RomillyAllen/1876, 54, `Little Trefgarne is situated on the high land on the east bank of the Western Cleddau, and is a mile and a half from Trefgarne Bridge on the Haverfordwest and Fishguard road.  The river Cleddau rises in the north of Pembrokeshire, and intersects the tail of Preceli range of mountains, six miles from Haverfordwest, passing between precipitous cliffs known as Trefgarne Rocks, near which the scenery is most wild and romantic.  The stone in question is near the brow of a hill, forming the east side of the pass, and a glance at the ordnance map will show how rich the neighbourhood is in prehistoric remains.'

Westwood/1879, 105, `on the road leading up to Little Trefgarne, a few hundred yards from the farm-house a mile and a half from Trefgarne bridge, near the brow of the hill forming the east side of the pass over Trefgarne rocks.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SEDRN"|"St Edrens"|"inc"|"St Edrens"|"inc"|"St Edrens"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"RomillyAllen/1883, 262, `St. Edren's Church lies nine miles, as the crow flies, to the north-west of the town of Haverfordwest in Pembrokeshire.  It is situated on high ground almost in the centre of the promontory which runs out of the mainland of Pembrokeshire and terminates in St. David's Head.  A mile to the northward runs the Via Flandrica, as marked on the Ordnance Map.  This church stands alone, in rather dreary solitude, being surrounded by no village or houses of any kind.  The present structure is entirely modern, and is built in debased Gothic style.  All that now remains to bear witness to the existence of a more ancient building upon the present site are the four crosses to be described, and the ruined font lying broken in the north-west part of the churchyard.

`Three of the crosses lie at the foot of the tower of the church, and the fourth stands erect in the churchyard on the north side'.

RCAHMW/1925, 366--367, `The present structure, consisting of chancel, nave and western tower, was erected in the year 1846; all the fittings are of that date.  The early font, once forming part of a stile on the north side of the churchyard, has recently been brought into the church.  The bowl, much damaged, is octagonal in shape, with an external diameter of 28  inches; the base 28 inches square, seems to have supported an octagonal shaft, now missing.  Both  the bowl and the base are of the purple Cae Bwdi stone.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SEIRK"|"Seir Kieran"|"Seir Kieran"|"Seir Kieran"|"Seir Kieran"|"Ballybrit"|"inc"|"Offaly"|"inc"|"Ireland"|NULL|"eccle"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SENDL"|"St Endellion"|"inc"|"Trelights"|"inc"|"St Endellion"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"lands"|"The site is at the junction of three roads c. 500m north of Trelights.

Okasha/1993, 232, cites Trevan who stated that the site was at the junction above `Roscarrock higher-town gate.'

Thomas/1994, 307, `[the stone] stood at cross-roads marking the farm opening to Roscarrock (manor), DB _Roscaret_ ...described a century ago as `a first class agricultural parish...Roscarrock, the largest farm'.'"|"Thomas/1994, 307, discusses the Domesday Book manor of _Roscaret_ associated with this site."|NULL|NULL|NULL|NULL|NULL|NULL
"SFORD"|"Seaford"|"inc"|"Seaford"|"inc"|"Kinelarty"|"inc"|"Down"|"inc"|"Ireland"|NULL|"soutn"|"Petrie/1878, 72, `SEAFORD.  The village of this name is situated in the parish of Loughin island, barony of Kinelarty, the county of Down.  In the Statistical Survey of this county by the Rev. John Dubourdieu, a rath is described as situated near the church of Seaford, inside which a cave was found to exist, containing a stone, which evidently bore a Christian inscription.  The passage is as follows:---`The cave was about thirty yards long, with a circular apartment on one side towards the extremity, and a square apartment on the other, little nearer the entrance, both covered with roofs of stone.  The cave having been destroyed before I saw it, I could not get exact dimensions; I heard it was about three or four feet in width, and about four in height.  On a stone at the further end was the following inscription...The fort in which it is situated is within sight of the Danish Castle of Clough.''

Macalister/1949, 121, `a souterrain in an earthern fort near Seaford church'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SHANK"|"Shankill"|"Shankill"|"Shankill"|"Shankill"|"Shankill"|"inc"|"Kilkenny"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SHILL"|"Southill"|"inc"|"Southill"|"inc"|"Southill"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"ind"|"Southill parish church.

Stone first recorded in rector's garden, but it had been moved to there from `Pig's Court, a short distance below the Rectory' (Okasha/1993, 264).

Thomas/1994, 231, states that this is a _possible_ site for St Samsons monastery but one he consider's unlikely on geographical grounds.

Thomas/1994, 278, `Six miles south-east from Lewannick...found...in the adjoining rectory garden...As mentioned earlier the South Hill dedication to St Samson is interesting, at a now-isolated place that was the mother-church of Callington (and may have been a pre-Norman minster), but insufficient to allow any connection with the historic Samson and his Dumnonian visit (p. 266)'.

"|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"SHLRY"|"St Hilary"|"inc"|"St Hilary"|"inc"|"St Hilary"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"St Hilary parish church.

Thomas/1994, 201, notes that a Roman milestone is preserved in the church.  Collingwood/Wright/1965, 696 state that this early fourth-century milestone was found in the fourteenth-century foundations of the church in 1854 presumably during rebuilding of the church after the fire of 1853.

Thomas/1994, 317, suggests that the older part of the churchyard, physically, may have constituted a _lann_."|"The church was burnt down in 1853 (Macalister/1945, 460; Okasha/1993, 238)"|NULL|NULL|NULL|NULL|NULL|NULL
"SHNKL"|"Two Mile Bridge"|"inc"|"Shanakill"|"inc"|"Decies without Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1949, 109: `...a field (the site, it is said, of an old cemetery)'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SILCH"|"Silchester"|"inc"|"Silchester"|"inc"|"Silchester"|"inc"|"Hampshire"|"inc"|"England"|NULL|"settl"|"Major Roman settlement with extant town walls and amphitheatre.
Exact findspot is in the south corridor of House 1, Insula IX---see Fox/1895, pl. XLV for map, and Fulford and Clarke/1999, 176--180 for the context. "|"The stone was found during excavation in 1893. Fox/1895, 441, described the find-spot: 
`At the west end of the southern corridor, and beneath the line of its external wall, was found a shallow well of the usual construction, about 8 feet deep.  In it, about 5 or 6 feet from the surface, lay, point downwards, the fragment of the sandstone pillar with Ogam inscription treated by Prof. Rhys in his remarks appended to our report for 1893... Beneath the stone, and completely flattened by it, lay a vessel of peculiar form, of white metal or of pewter; but no other objects of interest were brought up, and it was evident that the well was disused and partly filled up when the vessel, and the _stele_ which crushed it, had been flung into it.  The well could only have been sunk when the portion of the house in which it occurred was in a ruinous condition, and probably somewhat late in the Roman period' "|NULL|NULL|NULL|NULL|NULL|NULL
"SISHM"|"Llansaint"|"Llansaint"|"Llansaint"|"Llansaint"|"St Ishmael's"|"Llan Ishmael"|"Carmarthenshire"|"Caerfyrddin"|"Wales"|NULL|"eccle"|"Evans/1907, 'Llansaint is a small village set on a hill, part of the ecclesiastical parish of Llan Ishmael, and its chapel...is held by the mother church and served by its minister'.

The site is near the mouth of the River Towy, and lies close to Carmarthen Bay."|"Evans/1907, 64 and Rhys/1907, 74, both cite references to this site from 1552 and 1636.

Rhys/1907, 75, cites a tombstone of 1744 as the earliest reference to Llansaint by that name. 

The stones lie just across the mouth of the Towy from Coygan Camp."|NULL|NULL|NULL|NULL|NULL|NULL
"SISML"|"St. Ismael's"|"St. Ismael's"|"St. Ismael's"|"St. Ismael's"|"St. Ismael's"|"St. Ismael's"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SJUST"|"St Just"|"inc"|"St Just"|"inc"|"St Just"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"St Just Parish Church.

The site of the Boslow stone (BOSLW/1) is only two miles away to the SW over a low hill (Thomas/1994, 293)."|"Okasha/1993, 243, states that the Church underwent restoration in the early 19th century at which time the stone was found.

No other information."|NULL|NULL|NULL|NULL|NULL|NULL
"SLIAN"|"Silian"|"inc"|"Silian"|"inc"|"Silian"|"inc"|"Cardiganshire"|"Sir Ceredigion"|"Wales"|NULL|"inc"|"Westwood/1879, 137, states that the stone was first found built into the wall of the church at Silian. Its original location is unknown."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SNCL1"|"Llandrudian Farm"|"inc"|"Llandrudian Farm"|"inc"|"St Nicholas"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"lands"|"RCAHMW/1925, 379, `the farm of Llandrudian'.

Rhys/1898a, 60, speculates as to whether there was once a church on the site because he feels that the stone and the placename are suggestive.  He also queries if there are any other archaeological remains that might give the two inscribed stones some context."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SNCL2"|"St Nicholas"|"inc"|"St Nicholas"|"inc"|"St Nicholas"|"inc"|"Pembrokeshire"|"inc"|"Wales"|NULL|"eccle"|"RCAHMW/1925, 379, `This church was restored in 1865.  It consists of a small chancel, nave and south chapel; the last has a plain vaulted roof, and communicated with the chancel by a passage...The windows are modern.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SOURT"|"Sourton"|"inc"|"Sourton"|"inc"|"Sourton"|"inc"|"Devon"|"inc"|"England"|NULL|"lands"|"The earliest recorded site for the stone was on the Okehampton road.  This is unlikely to be the stone's original location---see site_history (Okasha/1993, 260)."|"Okasha/1993, 260, argues that the stone appears to have remained at the site from its first mention in 1874 until 1986 when it was moved prior to the building of the Okehampton by-pass.  At that time no observable archaeological context was found,  This, along with the OS mark on the stone, suggests this site was not its primary location."|NULL|NULL|NULL|NULL|NULL|NULL
"SPOLE"|"Stackpole Elidyr"|"inc"|"Stackpole Elidyr"|"inc"|"Stackpole Elidyr"|"inc"|"Stackpole Elidyr"|"Sir Benfro"|"Wales"|NULL|"eccle"|"Westwood/1879, 109--110, `On the south side of the chancel of the church of Stackpole-Elidyr or Cheriton, restored by the late Earl of Cawdor by Sir G. G. Scott, is a small chantry in which the original stone altar is preserved.' [Now thought to be a reused stone].

RCAHMW/1925, 387--388, `On plan this building is cruciform, having nave...chancel...a south (the Lort) chapel...south transept, north transept...and tower /// at west end of the north transept.  The tower, of four storeys, all vaulted, has the usual corbel table and parapet.  It tapers slightly from ground levels to the corbels.  At its north-west angle is a turret containing ninety-four steps.  Both transepts and the Lort chapel are vaulted; the transepts have squints to the chancel.  In the south transept is a piscina with trefoiled head.  The nave was rebuilt in 1851 upon its old foundations; it has no windows on its northern side; at the east end of the south wall is a corbel and a high window connected with the rood loft.  All the windows and arches to chancel and transepts have been modernised.  The font is also modern, and nothing known of its predecessor.  The entrance is by a door in the south wall; doorway and porch are renewals.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"SPTTL"|"Spittal"|"inc"|"Spittal"|"inc"|"Spittal"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"Westwood/1879, 109, `Spittal derives its name from an hospitium now demolished but once standing on the ancient road from Carmarthen and Whitlands to St. David's; several roads also cross each other in the centre of the village, one of which may be part of the Roman road ; another road near the church still bears the appellation of the `Pilgrim's Lane.' The stone itself may be referred to the fifth or sixth century.'

Anon/1883, 339, `Spittal, once a hospice belonging to the Knights Commanders of Slebech, to whom it was granted, together with Rudbaxton Church, by Alexander Rudebac, another of the Norman retainers, shows but little evidence of its former importance.  A small enclosure within walls about 10 feet high, now used for farmyard purposes, with a few indications of other walls, some of which were pulled down fourteen years ago to build the adjoining house, is all that remains of the hospice.  The church, however, has more of interest.'

Anon/1898, 281, `The church is of insignificant size and of no special interest.'

RCAHMW/1925, 385: `This small building consists simply of chancel and nave; it was restored in 1861 and 1898.  On either side of the chancel arch is a squint; that on the north being 4 feet by 1 1/4 feet and its fellow 3 1/4 feet by 1 1/4 feet, narrowing eastwards to 1 1/2 feet by 8 inches.  In the south chancel wall is a low recess, which may have been an Easter sepulchre, or have contained a tomb.  The font bowl is of square Norman type with the usual scalloped sides...Surmounting the west gable is a double bell-cote, and at the junction of the chancel and nave is a single bell-cote, known locally as the priest's bell.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"STISL"|"Station Island"|"inc"|"Loch Derg"|"inc"|"Tirhugh"|"inc"|"Donegal"|"inc"|"Ireland"|NULL|"inc"|"Macalister/1945, 301, simply refers to the place as `this sacred island'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"STKEW"|"St Kew"|"inc"|"St Kew"|"inc"|"St Kew"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Near footbridge just below the church of St Kew (Macalister/1945, 462; Okasha/1993, 248).

Thomas/1994, 229, argues that the `monastery of Docco' mentioned in the Life of Sty. Samson, and referred to as _Landochou_ in a tenth century charter `lay at St. Kew either where the church now stands or not far away'."|"Bridge widened in 1924 (Macalister/1945, 462; Okasha/1993, 248).

COMPLETE--large amounts in Thomas"|NULL|NULL|NULL|NULL|NULL|NULL
"STNIN"|"St Ninian's Isle"|"inc"|"St Ninian's Isle"|"inc"|"Dunrossness"|"inc"|"Shetland"|"inc"|"Scotland"|NULL|"lands"|"Forsyth/1996, 467, found on the shore of `St Ninian's Isle is a small tidal islet off the west coast of the southern promontory of the mainland of Shetland'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"STNTN"|"Steynton"|"inc"|"Steynton"|"inc"|"Steynton"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"Caroe/1917, 123, provide an extensive account of the church.

RCAHMW/1925, 390, `In 1851 Sir Stephen Glynne described this church as of `coarse and rude architecture, with the ordinary amount of mutilation and destruction of original windows.'  A restoration in 1882 made matters worse, the body of the building being `almost swept out of historical existence by a tornado of change.  Excepting mutilated remnants of the main wall and the tower, itself in part falsified, there have survived out of the past only three small windows in the side walls of the chancel.  Of the north entrance the north door only remains.  Every other feature has been wiped out!' (_Notes on the Architectural History of Steynton Church_, W. D. Caröe, F.S.A., 1916, p. 3).

`The main structure (including the first 20 feet of the tower or thereabouts, and the font) may date from the early 13th century. ...

`The restoration, however unfortunate, revealed interesting relics, which are thus decribed (_Arch. Camb._, 1896, V, xiii, 354):---

`(i) A human skull, three horses' skulls, and a pike-head, found under the second chancel step.  The present location of the iron pike-head is unknown.

`(ii) In each pillar of the arcade was found a cavity, and in each cavity a human thigh bone.  These were remains, as much probably of viking warriors as of British saints.  The cavities were about 4 feet from the ground.

`(iii) A handsome 13th-century window was disclosed in the south wall; also the broken pieces of a font of the same period, which has been repaired.

`(iv) The foundation of a smaller church consisting only of the nave was uncovered.

`(v)  The stones of `two large cromlechs'' (? cists) in the centre of the nave, about 4 feet from the surface; they were more than 5 feet in length.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"STWFD"|"Stowford"|"inc"|"Stowford"|"inc"|"Stowford"|"inc"|"Devon"|"inc"|"England"|NULL|"eccle"|"Stowford parish church.

Thomas/1994, 290 notes location at church.

Thomas/1994, 317, see also Fig. 18.16, p. 319: `Stowford, by the A30, now a picturesque and isolated village, is centred on a well defined _lann_ on a slight slope.  By its entrance stands the vertically inscribed pillar'."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"SVNSS"|"Seven Sisters"|"Clwydi Banwen"|"Seven Sisters"|"inc"|"Cadoxten-juxta-Neath"|"Tregatwg Nedd"|"Glamorganshire"|"Sir Morgannwg"|"Wales"|NULL|"lands"|"Westwood/1865, 59--60, `I am indebted to the Rev. T. Williams of Tir-y-Cwm, Ystrad, near Swansea, for the following account of the locality mentioned by Gough:

` ``The Sarn Helen, or Sarn y Lleng, is the military road that joins Neath to Chester. It traverses a long ridge which commences about three miles from Neath; and ceases to be a ridge about seven miles further, close behind Aberpergwm, that is, to the north of the Vale of Neath. The road is as plainly evident all along this ridge as any parish road. In many places flagstones are seen, and the kerbstones by the side. The farm where the road emerges from the valley, or enclosed land, is called Letty-rafel, i.e., Letty Travaelwr, _Anglicè_ Traveller's Rest. This ridge is called Cefn Hir fynydd; in some maps, Hir fynydd. At the extremity of the ridge, where it leaves the mountain, it turns sharp to the north, almost at right angles, so as to cross the Banwan valley at the easiest place. The whole valley is a `banwan,' or boggy place, abounding with snipes, plovers, and occasionally bitterns. At this angle there are gates, as the mountain here becomes enclosed land; and within the enclosure there are _two tumuli_, about six or seven yards in diameter. On the larger one was this stone; whether upright or horizontal, I know not.' [The term `pillar' applied to it by Gough would imply the former.] `These are considered as fairy rings by the peasantry. After descending a very wet and steep side of a hill, where extra pains appear to have been had recourse to, to elevate the causeway above the adjacent ground, on the flat beneath is an old thatched house, known from the olden time by the name of the Tavern y Banwan. A farmhouse is called Tonyfildre (Ton-yr-efil-dre), `the smithy of the town'; another, where there are evident remains of an encampment, is called Ton-y-castell, `the castle hill'; and a small farm is called Y Disgwylfa, _i.e._, `the look-out,' or the outpost. Further than this I have not traced the road; but I have seen it in its onward course, here and there, on the mountains. As Ton-y-castell and these small hilly farms all lie close together, about twelve or thirteen miles from Neath, I presume here a regiment would halt on the first night, between this and the Gaer, in the Vale of Usk, about fifteen miles, the next day's march.

`I do not perceive that any attempt was made during the Society's Meeting at Brecon to trace this road. I think I have seen traces of it on the Eppynt mountains; and about fifteen miles from the Gaer on the Eppynt there are three large tumuli, where the army might have encamped for the night. The next place I have met with it is on Llandrindod Common, leading to the perfect and beautifully situated encampment called Cwm. Here there are the remains of a large walled encampment with massive walls, and the river Ithon defends it on two sides. I have heard that some years back the ovens were seen. This would be about half way from Neath to Chester. On the Common are several campi aestivi.'' '

Fox/1939, 32--34: `This stone formerly stood near the point marked _Clwydi Banwen_ at the top of a steep foothill of the Hirfynydd ridge, overlooking the extensive marsh of Banwen Pyrddin.[3a] About a mile northwards as the crow flies, the Sarn Helen leaves the south gate of Coelbren fort pointing straight towards this hill; its course through the new colliery village of Tirbach is marked on the 6-in. O.S. maps and it formerly existed as a raised causeway.[4] The straight alignment continued part of the way up the steep slope ; pieces of the road are still visible beneath tips and mine workings. Past Tyn-yr-heol the track curves a little round the side of the hill, making for the Clwydi Banwen saddle. From here to the top it becomes a regular pack-horse track, consisting of several hollow-ways, and all trace of Roman construction is thereby obliterated; nevertheless, I think the probabilities are in favour of the close approximation of this track to the Roman line.[1a] At Clwydi Banwen the track passes through a gate in the stone wall and then turns at right angles to begin the ascent of the Hirfynydd ridge proper. The stone is recorded to have stood `within the enclosed land,' i.e. on the Coelbren side of the gate, a spot now much disturbed by old workings.

`The stone, then, like Maen Madoc was set up beside an existing Roman road, in a place where there is every likelihood of it being crest sited from the northern approach. The position must have been selected by people living in the Coelbren area or the adjacent foothills, not on the high moorland; descending from Hirfynydd the site is inconspicuous.

`There is good evidence that originally it stood on a small barrow or `intrenchment.' Bishop Gibson in his additions to Camden's Britannia described it in the following well-known passage, quoted here again for its delightful naïvety : ``There is also another monument...at a place call'd Panwen Brydhin in the parish of K"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TALYB"|"Talybont"|"Tal y Bont"|"Talybont"|"inc"|"Talybont"|"Tal y Bont"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"lands"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TAWNA"|"Tawna"|"inc"|"Tawna"|"inc"|"Cardinham"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Original location not known.  First recorded location when in use as gatepost.  This site was described by Langdon/Allen/1895, 52 as `...in lane leading to Tawna' and by Macalister/1945, 437 as `...the third gate on the left-hand side on the road to Bodmin from Venn Cross Roads'.  Okasha/1993 believes these sites are likely to be the same place."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"TBYAN"|"Trebyan"|"inc"|"Trebyan"|"inc"|"Lanhydrock"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"lands"|"Polsue, cited in Okasha/1993, 296, `At Tredinnick Lane...'."|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"TCKML"|"Tuckingmill"|"inc"|"Roskear"|"inc"|"Camborne"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"ind"|"S.A. Opie, cited by Thomas/1967a, 162, ` ...The site was at the corner where the road from North Roskear branches from the main Redruth and Camborne road' [that is, at SW 659410?] `and was formerly occupied by a wheelwright's shop under the name of Jenkin.' "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TCROM"|"Trencrom"|"inc"|"Trencrom"|"inc"|"Ludgvan"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"CISP: A path leading to Trencrom fort.

CISP: Trencrom fort lies approx. 0.5km to the SW.  It is by no means certain that the stone would have been associated with this site, especially as it is uncertain it was ever inscribed."|"No information for find-spot of stone.

Trencrom fort is a major neolithic and Iron Age fort, never excavated but which Thomas/1994, 194--195, suggests might have been an important site in the early middle ages."|NULL|NULL|NULL|NULL|NULL|NULL
"TCSTL"|"Pentre Poeth Farm"|"inc"|"Pentre Poeth Farm"|"inc"|"Trecastle"|"inc"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TEMAN"|"Templebryan"|"inc"|"Templebryan"|"inc"|"East Carbery"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"eccle"|"Power/etal/1992, 273: `_Early ecclesiastical enclosure_ In pasture, on E-facing slope.  Oval area (_c._ 80m E--W; 70m N--S) enclosed to N and W by stone wall (H 2m; Wth 1.2m) with shallow external fosse; stone-faced earthern bank (H. _c._ 1.5m; Wth 1.2m) to S and E. Interior slopes gently to E; radial line of rock outcrop in SW quadrant; two souterrains (2179, 2178) in N half of enclosure; graveyard (3245) in centre containing church (3172), ogham stone (1041) and ballaun (2599).  Holy well (2711) adjacent to external SE bank of enclosure.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TERMY"|"Teeromoyle"|"Tír O Maoil"|"Teeromoyle"|"inc"|"Iveragh"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1945, 234: `disused burial ground on the townland.  Near it is another stone, bearing a plain cross cut upon it.'

OSullivan/Sheehan/1996, 313--315: `Grave Yard:  This site is located in poor pastureland which slopes gently from the foot of Teermoyle mountain to the Ferta river, 300m to SW.  It commands a wide view of the surrounding countryside and comprises a subrectangular burial area, located towards the N end of a possible early enclosure. Standing within the burial area is a cross-slab and an ogham stone.  Skinner records that rounds were formerly performed at the site on Good Fridays...

`The subrectangular burial area, raised .5m above external ground level at S, measures 21.7m NW--SE x 15.5m NE--SW.  It is located in the E corner of a modern field and is bounded at N and E by field walls.  It is delimited elsewhere by a stony bank.  Planted with spruce trees, the interior contains about thirty small, upright slabs, the majority occur in  regular rows.  These slabs presumably relate to the use of the site as a _ceallúnach_, which continued until the beginning of the twentieth century (local information).

`Approximately 30m NW of the burial ground is a curving stretch of stony bank with an external fosse.  It may have formed part of an early enclosure.  Adjacent to its inner face at W are a number of small, angular stretches of banks, and the foundations of a large rectangular building measuring 15.8m NE--SW and 11.2m NW--SE.'

"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TFEIC"|"Termon Feichin"|"Termon Feichin"|"Termon Feichin"|"Termon Feichin"|"Fore"|"inc"|"Meath"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1949, 32--33: `Found under the floor of the Parish Church, and now built into the south side of the church tower, inner surface'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"TFLYS"|"Treflys"|"inc"|"Treflys"|"inc"|"Treflys"|"inc"|"Caernarvonshire"|"Sir Caernarfon"|"Wales"|NULL|"eccle"|"The parish church of Treflys is two miles south-west of Portmadoc, near the coast of Tremadoc bay  (RomillyAllen/1905, 70). "|"The churchyard was enlarged in 1904 to make more room for burials (RomillyAllen/1905, 70)."|NULL|NULL|NULL|NULL|NULL|NULL
